cluster,cluster_name,district,num_reviews,rating_overall,photos_count,instant_book,min_nights,extra_guest_fee_policy,nearest_poi_dist_km,bedrooms,baths
2,가성비 신흥형,Seodaemun-gu,13,4.62,64,False,3,0,0.317,0,0.0
2,가성비 신흥형,Dongdaemun-gu,5,3.6,21,False,28,0,0.248,0,1.0
2,가성비 신흥형,Seodaemun-gu,7,4.71,14,True,2,0,0.036,1,1.0
1,로컬 주거형,Songpa-gu,15,4.47,16,False,0,0,0.118,0,0.0
3,프리미엄 비즈니스,Jongno-gu,13,4.92,20,False,0,1,0.112,1,0.0
1,로컬 주거형,Songpa-gu,19,4.58,11,False,7,0,0.581,4,1.0
3,프리미엄 비즈니스,Seocho-gu,9,4.22,6,True,2,0,0.064,0,0.0
3,프리미엄 비즈니스,Seocho-gu,13,3.85,6,True,2,0,0.146,1,1.0
0,핫플 수익형,Mapo-gu,36,4.89,14,False,0,1,0.033,0,0.0
2,가성비 신흥형,Seodaemun-gu,2,0.0,78,False,14,0,0.032,1,0.0
1,로컬 주거형,Seongdong-gu,38,4.63,45,False,1,1,0.013,2,1.0
0,핫플 수익형,Mapo-gu,7,4.86,23,False,1,0,0.117,2,2.0
2,가성비 신흥형,Seodaemun-gu,6,5.0,47,False,90,0,0.046,0,0.0
2,가성비 신흥형,Gwanak-gu,6,4.83,11,False,13,0,0.157,0,0.0
3,프리미엄 비즈니스,Gangnam-gu,4,5.0,16,False,10,1,0.189,1,1.0
3,프리미엄 비즈니스,Jung-gu,1,0.0,18,False,0,1,0.121,3,1.0
3,프리미엄 비즈니스,Jung-gu,30,4.33,11,True,1,1,0.016,9,0.0
1,로컬 주거형,Seongbuk-gu,1,0.0,14,False,28,0,0.189,1,1.0
3,프리미엄 비즈니스,Gangnam-gu,3,4.33,5,False,10,0,0.054,1,0.0
2,가성비 신흥형,Gwanak-gu,6,4.5,9,False,2,0,0.381,1,1.0
3,프리미엄 비즈니스,Jongno-gu,1,0.0,7,False,1,0,0.101,1,1.0
3,프리미엄 비즈니스,Jongno-gu,6,4.5,15,False,5,1,0.33,1,1.0
3,프리미엄 비즈니스,Jung-gu,7,4.86,12,True,0,0,0.097,1,1.0
1,로컬 주거형,Gangseo-gu,19,4.63,7,False,1,0,0.185,1,1.0
3,프리미엄 비즈니스,Seocho-gu,5,4.0,4,True,2,0,0.156,1,1.0
2,가성비 신흥형,Seodaemun-gu,54,4.41,32,True,3,0,0.013,0,1.0
0,핫플 수익형,Mapo-gu,5,4.6,14,False,90,0,0.092,0,0.0
1,로컬 주거형,Gangseo-gu,16,4.81,51,False,0,0,0.392,2,1.0
3,프리미엄 비즈니스,Jongno-gu,13,5.0,26,True,0,0,0.058,0,0.0
1,로컬 주거형,Yeongdeungpo-gu,2,0.0,29,True,1,0,0.295,1,1.0
2,가성비 신흥형,Seodaemun-gu,20,4.95,3,False,5,0,0.141,0,0.0
1,로컬 주거형,Songpa-gu,3,5.0,15,False,2,0,0.069,1,1.0
3,프리미엄 비즈니스,Gangnam-gu,1,0.0,11,True,15,0,0.059,1,1.0
3,프리미엄 비즈니스,Jung-gu,1,0.0,34,False,2,0,0.08,0,0.0
1,로컬 주거형,Seongbuk-gu,4,5.0,6,False,1,0,0.656,0,0.0
1,로컬 주거형,Yangcheon-gu,50,4.44,19,False,1,0,0.104,0,1.0
1,로컬 주거형,Seongbuk-gu,16,4.75,14,False,1,0,0.283,0,0.0
0,핫플 수익형,Mapo-gu,1,0.0,25,False,0,0,0.023,2,1.0
0,핫플 수익형,Mapo-gu,16,4.94,12,False,0,1,0.006,0,0.0
0,핫플 수익형,Mapo-gu,316,4.94,34,True,1,0,0.085,1,1.0
1,로컬 주거형,Nowon-gu,74,4.62,27,False,3,0,0.308,0,0.0
1,로컬 주거형,Eunpyeong-gu,65,4.77,30,False,3,0,0.797,1,1.0
3,프리미엄 비즈니스,Jongno-gu,1,0.0,16,True,1,0,0.149,1,1.0
0,핫플 수익형,Mapo-gu,17,4.94,12,False,4,1,0.049,0,1.5
3,프리미엄 비즈니스,Jongno-gu,3,3.33,117,False,1,0,0.202,0,0.0
2,가성비 신흥형,Guro-gu,139,4.8,24,False,14,0,0.236,1,1.0
0,핫플 수익형,Mapo-gu,5,4.8,28,False,3,1,0.075,0,0.0
1,로컬 주거형,Eunpyeong-gu,2,0.0,33,False,2,1,0.211,0,0.0
3,프리미엄 비즈니스,Jongno-gu,5,3.6,10,False,2,1,0.148,0,0.0
1,로컬 주거형,Seongbuk-gu,7,4.14,9,True,1,0,0.033,0,0.0
2,가성비 신흥형,Dongdaemun-gu,8,4.88,7,False,0,0,0.068,1,1.0
2,가성비 신흥형,Dongdaemun-gu,13,4.38,8,True,5,0,0.364,1,1.0
3,프리미엄 비즈니스,Seocho-gu,8,4.25,9,True,2,0,0.172,1,1.0
2,가성비 신흥형,Gwanak-gu,7,4.86,18,False,1,1,0.332,1,1.0
3,프리미엄 비즈니스,Jongno-gu,21,4.67,43,True,1,0,0.031,2,2.0
1,로컬 주거형,Gangbuk-gu,18,4.44,13,False,1,0,0.13,1,1.0
2,가성비 신흥형,Gwanak-gu,11,4.36,16,True,3,0,0.076,1,1.0
1,로컬 주거형,Nowon-gu,8,4.75,66,False,0,0,0.471,1,1.0
3,프리미엄 비즈니스,Jung-gu,4,5.0,17,False,0,0,0.118,1,1.0
0,핫플 수익형,Mapo-gu,3,4.67,12,False,1,0,0.078,0,1.0
1,로컬 주거형,Seongbuk-gu,12,4.92,37,True,0,0,0.398,2,1.0
2,가성비 신흥형,Gwanak-gu,10,4.1,53,True,0,0,0.207,2,1.0
3,프리미엄 비즈니스,Yongsan-gu,10,4.8,43,False,1,0,0.066,0,0.0
1,로컬 주거형,Nowon-gu,6,5.0,51,False,0,1,0.293,0,0.0
3,프리미엄 비즈니스,Jung-gu,4,3.75,10,False,0,0,0.095,1,1.0
3,프리미엄 비즈니스,Jung-gu,33,4.67,11,True,1,0,0.035,1,1.0
3,프리미엄 비즈니스,Jongno-gu,4,4.0,22,True,1,0,0.055,1,1.0
3,프리미엄 비즈니스,Jongno-gu,10,4.8,30,True,0,0,0.118,0,0.0
3,프리미엄 비즈니스,Jung-gu,31,4.84,11,True,1,0,0.042,1,1.0
1,로컬 주거형,Gangdong-gu,77,4.88,24,False,60,0,0.305,2,1.0
1,로컬 주거형,Gangdong-gu,13,5.0,7,False,1,0,0.366,0,0.0
3,프리미엄 비즈니스,Yongsan-gu,5,5.0,10,False,2,1,0.035,0,0.0
2,가성비 신흥형,Seodaemun-gu,3,4.0,10,True,10,0,0.035,0,0.0
2,가성비 신흥형,Dongdaemun-gu,3,4.33,18,False,28,0,0.299,0,1.0
1,로컬 주거형,Seongdong-gu,4,4.5,15,False,3,0,0.273,2,2.0
2,가성비 신흥형,Dongdaemun-gu,5,4.4,18,False,0,1,0.251,0,0.0
3,프리미엄 비즈니스,Yongsan-gu,29,4.97,17,False,2,0,0.054,0,0.0
3,프리미엄 비즈니스,Seocho-gu,3,5.0,24,False,1,0,0.176,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,10,4.3,49,True,1,0,0.054,1,1.0
3,프리미엄 비즈니스,Seocho-gu,15,4.2,8,True,2,0,0.058,1,1.0
0,핫플 수익형,Mapo-gu,1,0.0,35,True,3,0,0.016,2,1.0
2,가성비 신흥형,Gwanak-gu,5,4.6,26,True,0,0,0.163,0,0.0
3,프리미엄 비즈니스,Jung-gu,2,0.0,0,False,5,0,0.07,2,2.0
3,프리미엄 비즈니스,Gangnam-gu,3,5.0,12,False,10,0,0.213,0,0.0
0,핫플 수익형,Mapo-gu,4,5.0,39,False,15,0,0.276,0,0.0
3,프리미엄 비즈니스,Jongno-gu,6,4.67,36,True,0,0,0.073,0,0.0
2,가성비 신흥형,Gwanak-gu,18,3.83,10,True,3,0,0.129,1,1.0
3,프리미엄 비즈니스,Jongno-gu,10,4.3,16,True,5,0,0.039,1,4.0
2,가성비 신흥형,Seodaemun-gu,26,4.92,15,False,1,0,0.145,0,0.0
3,프리미엄 비즈니스,Seocho-gu,3,5.0,30,True,1,0,0.429,0,0.0
2,가성비 신흥형,Dongjak-gu,3,5.0,17,False,4,0,0.454,0,0.0
3,프리미엄 비즈니스,Seocho-gu,1,0.0,21,False,1,0,0.033,1,1.0
3,프리미엄 비즈니스,Jongno-gu,16,4.38,13,True,5,0,0.03,0,0.0
2,가성비 신흥형,Dongjak-gu,14,4.5,42,True,0,0,0.419,1,1.0
1,로컬 주거형,Gangseo-gu,2,0.0,27,False,0,0,0.188,0,0.0
3,프리미엄 비즈니스,Jung-gu,36,4.42,18,False,1,0,0.037,0,0.0
3,프리미엄 비즈니스,Jongno-gu,6,3.67,14,False,5,0,0.166,3,0.0
1,로컬 주거형,Gangseo-gu,2,0.0,9,False,29,0,0.333,0,0.0
3,프리미엄 비즈니스,Seocho-gu,2,0.0,20,False,0,0,0.174,1,1.0
2,가성비 신흥형,Dongjak-gu,8,4.75,6,False,0,0,0.088,1,0.0
1,로컬 주거형,Songpa-gu,7,4.43,7,True,1,0,0.179,0,0.0
1,로컬 주거형,Seongbuk-gu,40,4.83,37,False,50,0,0.332,1,1.0
3,프리미엄 비즈니스,Jung-gu,1,0.0,28,False,1,0,0.093,1,1.0
1,로컬 주거형,Eunpyeong-gu,17,4.76,40,True,3,0,0.193,3,1.0
2,가성비 신흥형,Seodaemun-gu,4,5.0,45,False,90,0,0.163,1,0.0
1,로컬 주거형,Seongbuk-gu,2,0.0,20,False,5,0,0.048,0,0.0
3,프리미엄 비즈니스,Jung-gu,1,0.0,32,True,0,0,0.032,1,1.0
0,핫플 수익형,Mapo-gu,4,4.75,3,False,1,0,0.07,0,0.0
0,핫플 수익형,Mapo-gu,14,4.43,21,True,5,0,0.089,1,1.0
0,핫플 수익형,Mapo-gu,5,5.0,57,False,28,0,0.219,0,0.0
3,프리미엄 비즈니스,Yongsan-gu,7,5.0,28,True,1,0,0.024,2,1.0
0,핫플 수익형,Mapo-gu,4,5.0,35,False,28,0,0.418,0,0.0
2,가성비 신흥형,Dongjak-gu,18,4.39,20,True,3,0,0.453,1,1.0
0,핫플 수익형,Mapo-gu,41,4.44,19,True,1,0,0.083,0,0.0
3,프리미엄 비즈니스,Jung-gu,4,3.75,6,True,1,0,0.046,1,1.0
0,핫플 수익형,Mapo-gu,55,4.89,12,False,0,0,0.09,0,0.0
2,가성비 신흥형,Gwanak-gu,8,4.75,4,False,2,0,0.133,0,0.0
3,프리미엄 비즈니스,Jongno-gu,23,4.17,13,True,5,0,0.057,0,0.0
0,핫플 수익형,Mapo-gu,31,4.39,14,False,5,1,0.112,1,1.0
3,프리미엄 비즈니스,Jongno-gu,4,4.5,34,True,0,0,0.031,0,0.0
3,프리미엄 비즈니스,Gangnam-gu,1,0.0,24,False,2,0,0.061,2,2.0
0,핫플 수익형,Mapo-gu,41,4.93,33,False,4,1,0.173,1,2.0
2,가성비 신흥형,Dongdaemun-gu,3,4.0,28,False,0,0,0.323,0,0.0
3,프리미엄 비즈니스,Jongno-gu,24,3.96,13,True,5,0,0.075,1,4.0
3,프리미엄 비즈니스,Jung-gu,9,4.22,20,True,1,0,0.053,1,1.0
0,핫플 수익형,Mapo-gu,9,4.22,10,True,1,0,0.102,0,0.0
2,가성비 신흥형,Seodaemun-gu,6,5.0,45,False,90,0,0.249,0,0.0
1,로컬 주거형,Seongbuk-gu,2,0.0,8,False,28,0,0.191,0,1.0
1,로컬 주거형,Seongdong-gu,1,0.0,10,False,5,1,0.152,1,1.0
3,프리미엄 비즈니스,Seocho-gu,40,4.68,36,True,1,0,0.186,0,0.0
3,프리미엄 비즈니스,Seocho-gu,8,4.25,9,True,2,0,0.083,1,1.0
2,가성비 신흥형,Gwanak-gu,13,4.08,10,True,1,0,0.073,1,1.0
2,가성비 신흥형,Gwanak-gu,8,3.0,12,True,3,0,0.192,1,1.0
1,로컬 주거형,Gangdong-gu,109,4.83,34,False,6,0,0.149,0,1.0
3,프리미엄 비즈니스,Jung-gu,1,0.0,27,False,4,0,0.026,0,0.0
3,프리미엄 비즈니스,Jongno-gu,1,0.0,17,True,3,0,0.025,1,1.0
1,로컬 주거형,Songpa-gu,34,4.94,62,False,2,0,0.274,1,1.0
3,프리미엄 비즈니스,Jung-gu,1,0.0,73,True,0,0,0.042,1,1.0
0,핫플 수익형,Mapo-gu,20,4.7,16,True,1,0,0.052,0,0.0
0,핫플 수익형,Mapo-gu,7,4.29,32,True,1,0,0.035,1,1.0
2,가성비 신흥형,Seodaemun-gu,75,4.67,22,False,2,0,0.129,1,1.0
2,가성비 신흥형,Dongdaemun-gu,5,4.4,50,True,0,0,0.181,1,1.0
2,가성비 신흥형,Dongdaemun-gu,3,4.33,20,False,1,1,0.039,0,0.0
2,가성비 신흥형,Seodaemun-gu,13,4.54,15,True,10,0,0.115,0,0.0
3,프리미엄 비즈니스,Jung-gu,6,3.67,22,False,1,0,0.015,1,1.0
0,핫플 수익형,Mapo-gu,62,4.58,16,False,2,0,0.04,1,1.0
2,가성비 신흥형,Dongjak-gu,11,4.91,5,False,5,1,0.136,1,1.0
0,핫플 수익형,Mapo-gu,24,4.88,41,True,1,0,0.024,3,1.0
0,핫플 수익형,Mapo-gu,4,4.75,49,False,1,0,0.076,0,0.0
2,가성비 신흥형,Seodaemun-gu,8,3.88,5,False,1,0,0.12,1,1.0
1,로컬 주거형,Gangbuk-gu,3,4.67,19,False,28,0,0.234,1,0.0
2,가성비 신흥형,Gwanak-gu,22,4.82,9,True,1,1,0.504,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,7,4.29,32,False,30,0,0.049,0,0.0
3,프리미엄 비즈니스,Jongno-gu,2,0.0,5,False,1,0,0.028,1,1.0
2,가성비 신흥형,Dongdaemun-gu,13,5.0,47,True,0,0,0.185,1,1.0
2,가성비 신흥형,Dongdaemun-gu,7,4.86,11,True,0,0,0.196,0,1.0
2,가성비 신흥형,Seodaemun-gu,3,4.0,45,False,30,0,0.264,0,0.0
2,가성비 신흥형,Gwanak-gu,5,4.8,15,False,20,1,0.253,2,1.0
3,프리미엄 비즈니스,Jung-gu,10,3.8,9,True,1,0,0.201,1,1.0
2,가성비 신흥형,Dongdaemun-gu,9,4.89,68,False,0,0,0.391,2,1.0
1,로컬 주거형,Nowon-gu,3,4.0,20,False,2,0,0.305,1,1.0
1,로컬 주거형,Eunpyeong-gu,5,4.2,27,False,0,0,0.043,0,0.0
3,프리미엄 비즈니스,Yongsan-gu,46,4.37,19,False,1,0,0.141,1,1.0
1,로컬 주거형,Gangseo-gu,34,5.0,6,False,6,0,0.214,0,0.0
2,가성비 신흥형,Seodaemun-gu,55,4.91,24,False,2,1,0.12,0,0.0
1,로컬 주거형,Nowon-gu,6,4.83,35,False,0,0,0.395,1,1.0
3,프리미엄 비즈니스,Jung-gu,13,4.46,6,False,2,0,0.013,0,0.0
1,로컬 주거형,Songpa-gu,6,4.83,15,False,15,0,0.09,1,4.0
3,프리미엄 비즈니스,Seocho-gu,3,5.0,46,True,1,0,0.016,0,1.0
2,가성비 신흥형,Seodaemun-gu,43,4.26,31,True,3,0,0.06,5,1.0
3,프리미엄 비즈니스,Yongsan-gu,16,4.75,43,False,1,0,0.275,0,0.0
2,가성비 신흥형,Dongdaemun-gu,11,4.09,19,False,10,1,0.326,1,1.0
1,로컬 주거형,Dobong-gu,13,4.69,8,True,0,0,0.414,1,1.0
2,가성비 신흥형,Dongdaemun-gu,8,4.38,3,True,0,0,0.365,1,1.0
2,가성비 신흥형,Seodaemun-gu,9,5.0,10,True,1,0,0.091,1,1.0
3,프리미엄 비즈니스,Jongno-gu,23,4.17,12,False,1,0,0.022,1,1.0
2,가성비 신흥형,Seodaemun-gu,24,4.67,9,False,1,0,0.102,0,0.0
3,프리미엄 비즈니스,Jung-gu,5,5.0,19,True,0,0,0.025,1,1.0
2,가성비 신흥형,Gwanak-gu,7,4.43,18,False,5,0,0.36,0,0.0
1,로컬 주거형,Seongbuk-gu,7,4.57,11,False,0,1,0.174,1,1.0
3,프리미엄 비즈니스,Gangnam-gu,17,4.18,5,True,0,0,0.085,1,1.0
3,프리미엄 비즈니스,Gangnam-gu,26,4.69,6,True,0,0,0.108,1,1.0
1,로컬 주거형,Yangcheon-gu,13,4.77,18,True,5,0,0.207,1,1.0
3,프리미엄 비즈니스,Gangnam-gu,4,4.5,5,False,10,0,0.174,1,0.0
1,로컬 주거형,Gwangjin-gu,15,3.73,10,True,21,0,0.278,0,0.0
3,프리미엄 비즈니스,Yongsan-gu,10,5.0,12,False,30,1,0.068,0,0.0
1,로컬 주거형,Seongbuk-gu,6,2.67,62,False,30,0,0.106,1,1.5
3,프리미엄 비즈니스,Jongno-gu,16,3.75,13,True,5,0,0.091,0,0.0
1,로컬 주거형,Seongbuk-gu,1,0.0,14,False,28,0,0.164,1,1.0
1,로컬 주거형,Yangcheon-gu,15,5.0,16,True,20,0,0.251,1,0.0
2,가성비 신흥형,Seodaemun-gu,19,4.79,11,False,5,0,0.04,1,1.0
1,로컬 주거형,Seongdong-gu,10,4.9,40,True,0,1,0.036,0,0.0
1,로컬 주거형,Gangseo-gu,24,4.5,10,True,1,0,0.156,0,0.0
3,프리미엄 비즈니스,Jung-gu,19,4.84,8,True,1,0,0.112,1,0.0
3,프리미엄 비즈니스,Jung-gu,29,4.62,17,False,3,1,0.046,0,3.0
0,핫플 수익형,Mapo-gu,21,4.48,37,True,2,0,0.046,0,1.0
1,로컬 주거형,Gwangjin-gu,1,0.0,32,False,4,0,0.241,2,1.0
2,가성비 신흥형,Gwanak-gu,10,4.6,29,False,6,1,0.253,1,1.0
3,프리미엄 비즈니스,Jung-gu,1,0.0,27,False,4,0,0.025,1,1.0
1,로컬 주거형,Songpa-gu,5,5.0,19,False,14,0,0.139,0,0.0
3,프리미엄 비즈니스,Jung-gu,1,0.0,20,False,55,0,0.045,1,1.0
1,로컬 주거형,Yeongdeungpo-gu,1,0.0,37,False,1,0,0.15,0,0.0
3,프리미엄 비즈니스,Seocho-gu,12,4.75,12,True,0,0,0.052,1,1.0
2,가성비 신흥형,Dongdaemun-gu,3,5.0,48,True,0,0,0.194,1,1.0
2,가성비 신흥형,Dongdaemun-gu,5,4.4,14,True,0,1,0.301,0,0.0
3,프리미엄 비즈니스,Jongno-gu,2,0.0,31,True,1,0,0.051,0,0.0
3,프리미엄 비즈니스,Jung-gu,2,0.0,17,False,1,0,0.104,1,1.0
2,가성비 신흥형,Gwanak-gu,11,4.82,7,False,0,1,0.215,1,1.0
2,가성비 신흥형,Seodaemun-gu,9,4.11,9,False,1,0,0.069,1,1.0
2,가성비 신흥형,Seodaemun-gu,70,4.79,21,False,1,0,0.526,0,1.0
3,프리미엄 비즈니스,Jongno-gu,24,3.92,13,True,1,0,0.056,0,1.0
2,가성비 신흥형,Seodaemun-gu,7,3.86,18,False,3,0,0.007,1,1.0
1,로컬 주거형,Gwangjin-gu,10,4.3,5,False,7,0,0.199,0,0.0
3,프리미엄 비즈니스,Jung-gu,2,0.0,27,False,0,0,0.011,1,1.0
1,로컬 주거형,Yeongdeungpo-gu,12,4.75,31,True,1,0,0.129,1,1.0
2,가성비 신흥형,Gwanak-gu,4,4.25,7,True,1,0,0.145,1,1.0
2,가성비 신흥형,Dongdaemun-gu,4,4.5,27,False,0,0,0.32,0,0.0
3,프리미엄 비즈니스,Jung-gu,5,4.6,8,False,3,1,0.073,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,11,4.55,19,False,1,1,0.049,0,0.0
3,프리미엄 비즈니스,Seocho-gu,27,4.52,33,False,1,0,0.158,4,0.0
3,프리미엄 비즈니스,Gangnam-gu,3,3.33,14,False,1,0,0.071,1,1.0
2,가성비 신흥형,Seodaemun-gu,22,4.27,43,True,10,0,0.041,0,0.0
3,프리미엄 비즈니스,Jongno-gu,6,4.5,24,False,1,0,0.043,1,1.0
3,프리미엄 비즈니스,Jongno-gu,11,4.82,32,True,0,0,0.019,0,0.0
0,핫플 수익형,Mapo-gu,1,0.0,11,False,14,0,0.054,0,0.0
2,가성비 신흥형,Seodaemun-gu,20,4.7,16,False,3,0,0.036,0,0.0
1,로컬 주거형,Seongdong-gu,2,0.0,30,False,1,0,0.218,1,1.0
3,프리미엄 비즈니스,Gangnam-gu,3,5.0,7,False,1,0,0.159,1,1.0
1,로컬 주거형,Gangbuk-gu,5,5.0,38,False,28,0,0.207,1,1.0
2,가성비 신흥형,Dongjak-gu,9,4.78,29,False,15,0,0.496,0,0.0
3,프리미엄 비즈니스,Gangnam-gu,5,5.0,22,False,1,0,0.041,1,1.0
1,로컬 주거형,Gangdong-gu,70,4.6,24,False,4,1,0.135,1,1.0
1,로컬 주거형,Seongbuk-gu,11,4.73,20,False,4,0,0.306,1,1.0
0,핫플 수익형,Mapo-gu,4,4.5,17,False,30,0,0.106,0,0.0
1,로컬 주거형,Gangdong-gu,19,4.79,20,False,5,0,0.252,1,1.0
3,프리미엄 비즈니스,Jongno-gu,12,4.33,12,False,1,0,0.228,1,1.0
0,핫플 수익형,Mapo-gu,15,4.27,18,True,1,0,0.044,0,0.0
2,가성비 신흥형,Dongjak-gu,11,4.09,19,False,0,1,0.109,0,0.0
2,가성비 신흥형,Gwanak-gu,20,4.7,20,False,3,0,0.212,0,0.0
2,가성비 신흥형,Seodaemun-gu,15,4.8,3,False,5,0,0.161,0,0.0
3,프리미엄 비즈니스,Yongsan-gu,1,0.0,17,False,120,0,0.172,2,1.0
3,프리미엄 비즈니스,Jung-gu,2,0.0,7,False,28,1,0.019,0,1.0
3,프리미엄 비즈니스,Jongno-gu,2,0.0,24,False,1,0,0.075,1,1.0
0,핫플 수익형,Mapo-gu,9,4.56,15,False,5,0,0.264,2,1.0
3,프리미엄 비즈니스,Gangnam-gu,12,4.58,12,False,1,0,0.061,0,0.0
1,로컬 주거형,Yeongdeungpo-gu,6,5.0,19,False,4,0,0.533,1,1.0
3,프리미엄 비즈니스,Jongno-gu,13,4.77,29,True,2,0,0.037,0,0.0
2,가성비 신흥형,Seodaemun-gu,3,4.0,12,False,1,0,0.139,1,1.0
1,로컬 주거형,Gangseo-gu,8,4.88,11,False,0,0,0.122,1,1.0
3,프리미엄 비즈니스,Jongno-gu,2,0.0,73,False,1,0,0.234,1,0.0
2,가성비 신흥형,Seodaemun-gu,2,0.0,12,False,180,0,0.482,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,1,0.0,13,False,10,1,0.187,1,1.0
1,로컬 주거형,Yeongdeungpo-gu,33,5.0,34,True,0,0,0.187,1,1.0
3,프리미엄 비즈니스,Seocho-gu,21,4.19,9,True,2,0,0.042,1,1.0
0,핫플 수익형,Mapo-gu,12,4.92,13,False,0,1,0.037,0,0.0
2,가성비 신흥형,Dongjak-gu,4,4.5,17,False,4,0,0.166,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,40,4.85,33,False,9,0,0.074,3,2.0
3,프리미엄 비즈니스,Yongsan-gu,3,4.0,39,False,0,0,0.042,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,4,2.25,13,False,1,0,0.217,1,1.0
2,가성비 신흥형,Dongdaemun-gu,15,4.73,16,True,0,1,0.355,0,0.0
3,프리미엄 비즈니스,Jongno-gu,6,4.5,26,True,0,0,0.01,0,0.0
3,프리미엄 비즈니스,Yongsan-gu,17,4.47,95,False,1,0,0.085,0,0.0
2,가성비 신흥형,Dongdaemun-gu,7,4.43,10,True,0,0,0.318,1,1.0
1,로컬 주거형,Gwangjin-gu,8,5.0,13,False,15,0,0.232,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,5,5.0,73,False,1,1,0.05,0,0.0
0,핫플 수익형,Mapo-gu,12,4.67,22,True,150,1,0.197,0,1.0
3,프리미엄 비즈니스,Jongno-gu,10,4.6,10,True,1,0,0.124,1,1.0
0,핫플 수익형,Mapo-gu,4,5.0,39,False,6,0,0.036,2,2.0
2,가성비 신흥형,Gwanak-gu,13,5.0,6,False,0,0,0.216,1,1.0
2,가성비 신흥형,Seodaemun-gu,4,4.25,5,False,1,0,0.062,1,1.0
0,핫플 수익형,Mapo-gu,24,3.96,18,False,1,0,0.112,0,0.0
0,핫플 수익형,Mapo-gu,28,4.21,17,True,1,0,0.122,0,0.0
3,프리미엄 비즈니스,Jongno-gu,8,4.13,35,True,5,0,0.117,0,0.0
3,프리미엄 비즈니스,Seocho-gu,9,3.56,6,True,1,0,0.161,0,0.0
2,가성비 신흥형,Seodaemun-gu,5,4.4,40,False,0,0,0.081,0,0.0
2,가성비 신흥형,Guro-gu,2,0.0,14,False,14,0,0.319,1,1.0
3,프리미엄 비즈니스,Seocho-gu,26,4.88,42,True,1,0,0.507,0,0.0
0,핫플 수익형,Mapo-gu,18,4.89,13,False,0,1,0.026,0,0.0
3,프리미엄 비즈니스,Seocho-gu,16,4.31,25,True,0,0,0.056,1,1.0
3,프리미엄 비즈니스,Jung-gu,6,3.83,15,False,1,0,0.055,1,1.0
1,로컬 주거형,Gangbuk-gu,46,4.85,38,False,28,0,0.25,1,1.0
3,프리미엄 비즈니스,Jongno-gu,2,0.0,13,False,5,0,0.071,1,1.0
3,프리미엄 비즈니스,Jongno-gu,4,4.0,24,False,1,0,0.127,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,2,0.0,0,False,3,0,0.05,1,1.0
2,가성비 신흥형,Gwanak-gu,31,4.87,54,True,0,0,0.066,4,1.0
3,프리미엄 비즈니스,Jung-gu,3,4.33,45,True,1,0,0.025,1,1.5
2,가성비 신흥형,Dongdaemun-gu,196,4.9,48,True,6,1,0.115,1,1.0
1,로컬 주거형,Seongdong-gu,1,0.0,12,True,1,0,0.114,0,1.0
3,프리미엄 비즈니스,Jongno-gu,3,5.0,32,True,5,0,0.015,1,1.0
1,로컬 주거형,Gwangjin-gu,89,4.7,32,False,1,1,0.572,0,0.0
3,프리미엄 비즈니스,Jung-gu,3,4.33,9,True,1,0,0.051,0,1.0
1,로컬 주거형,Songpa-gu,7,4.14,18,False,1,1,0.092,2,1.0
2,가성비 신흥형,Seodaemun-gu,31,4.42,11,True,2,1,0.089,0,0.0
2,가성비 신흥형,Dongjak-gu,4,4.25,14,True,4,0,0.243,1,1.0
3,프리미엄 비즈니스,Seocho-gu,1,0.0,69,False,30,0,0.116,0,0.0
1,로컬 주거형,Nowon-gu,21,4.86,10,False,1,0,0.586,0,0.0
0,핫플 수익형,Mapo-gu,9,4.78,13,True,3,0,0.06,1,0.0
2,가성비 신흥형,Dongdaemun-gu,7,4.29,7,True,5,0,0.326,1,1.0
0,핫플 수익형,Mapo-gu,1,0.0,39,True,1,0,0.05,0,0.0
0,핫플 수익형,Mapo-gu,30,4.87,15,False,1,0,0.075,1,0.0
2,가성비 신흥형,Gwanak-gu,114,4.67,27,True,0,0,0.154,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,1,0.0,70,False,0,0,0.211,0,0.0
3,프리미엄 비즈니스,Jung-gu,1,0.0,5,False,1,0,0.016,1,1.0
3,프리미엄 비즈니스,Gangnam-gu,31,4.52,12,False,3,0,0.085,0,1.0
3,프리미엄 비즈니스,Yongsan-gu,15,4.73,20,True,1,0,0.07,0,0.0
0,핫플 수익형,Mapo-gu,18,4.89,14,False,0,1,0.027,0,0.0
3,프리미엄 비즈니스,Yongsan-gu,10,4.4,10,False,0,0,0.158,1,1.0
3,프리미엄 비즈니스,Jung-gu,2,0.0,1,True,1,0,0.052,1,1.0
2,가성비 신흥형,Dongjak-gu,6,4.83,40,True,0,1,0.155,0,0.0
0,핫플 수익형,Mapo-gu,3,2.33,10,False,14,0,0.106,0,0.0
3,프리미엄 비즈니스,Yongsan-gu,2,0.0,27,False,0,0,0.107,1,1.0
