,ttm_revpar
12143,22798.6
12904,19717.3
4519,70151.2
2551,96885.6
13944,15747.2
2511,97615.4
15648,9826.3
2907,90221.3
8725,39781.1
7671,46061.5
1632,120853.5
11322,40267.7
2226,103802.0
1754,116242.2
12040,23173.2
11064,27473.3
8030,44038.7
11675,24758.2
18483,2562.2
6533,53103.6
5989,57055.8
4156,73629.1
5237,63331.9
19895,390.3
12045,23162.1
5379,62057.5
4360,71800.1
10105,32083.2
7101,49530.3
2815,91492.7
2540,97029.3
3214,85462.8
10503,30133.3
8530,40922.7
12818,20026.1
3352,83432.7
14370,14167.6
17174,5559.1
2952,89523.8
796,163908.0
5370,62132.3
5464,61242.3
5150,64233.1
9282,54323.0
7281,48468.6
10298,31117.1
11994,23406.8
3461,81826.0
4662,68867.3
14430,13972.4
1805,114917.3
9732,34155.2
3027,88160.1
9591,34934.8
16453,7422.2
349,237345.3
6570,52918.9
5583,60390.2
3432,82177.8
42,463717.0
810,163075.9
3617,79720.7
5781,58815.1
991,150034.0
3545,80924.1
13174,18677.2
16149,8323.2
19102,1451.2
7854,45055.8
14033,15437.2
8987,38264.8
7742,45701.9
11183,26965.3
19168,1367.8
2816,91483.1
925,153507.2
4756,67989.1
1636,120718.9
11104,27302.4
6754,51796.9
2179,104938.7
1859,113478.9
7270,48513.0
5575,60464.3
8575,40665.3
7212,48815.3
4858,67009.5
5453,61333.8
10120,32022.7
11510,25403.5
790,164241.4
9583,34968.0
11290,26490.4
5130,64404.9
10177,31800.3
11120,27234.1
9343,36229.6
2446,98918.8
16506,7286.4
4322,72118.2
4780,67701.3
2185,104834.1
5286,62872.4
3013,88370.3
9950,32943.3
17861,6784.0
3981,75585.4
8086,43782.0
16999,6026.6
8432,41614.9
5871,58149.2
5004,65506.6
6009,56807.3
3094,146936.2
3629,79580.5
3359,83309.0
7874,44918.6
17292,5271.9
9010,38133.9
17680,4326.9
2864,90827.5
2247,103267.7
10274,31228.7
17344,5155.2
11773,44924.1
3208,85552.5
6837,51163.2
9120,37503.4
5965,57224.3
4445,70826.1
6621,52640.9
2140,106203.3
10056,32321.4
19945,322.1
4078,74393.6
7451,47415.2
3105,87178.0
10572,29770.5
10162,31852.9
4803,67531.7
3367,83205.6
2411,99464.8
9514,35323.3
14124,15111.7
442,213811.1
14169,14979.6
17821,4032.7
4835,67283.3
15510,12065.1
9921,33130.6
10305,31098.6
1238,137635.4
8760,39552.9
2644,94793.8
3326,83816.2
8543,82856.6
7179,49056.2
16462,7409.5
8112,43605.5
2746,92858.9
4245,72791.4
13147,18784.8
5798,58728.3
2288,102336.7
2602,95775.3
16212,8116.9
8549,40849.4
10582,29706.1
3742,78229.3
380,228099.7
11754,24455.6
7559,46732.9
8209,43038.0
7863,44992.2
1377,130662.2
3271,84694.8
2067,108229.8
489,203137.4
10412,30552.4
791,164241.1
7980,44320.3
18183,6391.7
10620,29547.7
12509,21132.4
3316,83916.5
15729,9561.1
13582,17132.2
11909,23815.0
13333,17992.1
19905,378.9
5615,60173.6
8055,43899.4
8070,43852.7
1943,111294.2
9620,34787.8
14548,13537.1
7689,45990.4
3551,80701.2
2171,105073.9
9908,33184.7
8990,38243.4
749,168656.3
19891,393.9
15010,11898.8
5811,58611.0
6207,55368.5
12596,20796.1
16306,7824.3
4614,69194.1
3529,81112.7
5725,59157.1
4656,68901.5
2908,90204.6
6796,51531.7
14599,13371.9
6789,51579.9
9472,35502.8
11007,27788.1
9533,35171.5
6458,53576.2
7127,49402.7
6102,56217.1
1860,113465.4
9863,33458.3
9183,37121.8
14091,15243.5
5931,57540.9
12070,23087.7
4950,66078.3
7389,47807.9
6217,55282.1
9337,36267.9
15949,8842.1
3073,87514.0
23,524914.7
9500,35385.5
3612,79755.8
16924,6237.2
6972,50416.6
12890,19767.5
1326,132840.7
17651,4372.9
8446,41548.1
3562,80507.6
797,163869.4
13067,19123.8
13093,19010.5
6786,51622.0
3365,83227.1
19105,1447.6
2562,96528.0
10727,29093.7
4512,70224.9
11745,24480.1
15667,9781.5
12283,22113.0
17396,5031.8
13736,16605.1
10525,30036.6
3782,77841.3
1412,129341.3
7072,49703.6
5327,62470.5
6090,56286.7
19658,674.4
7238,48687.5
17806,4064.7
8007,44166.9
5170,64047.4
19568,784.3
20120,98.5
6833,51196.3
9633,34756.6
5616,60144.8
9864,33453.0
3382,82911.0
15990,8730.5
12312,22020.6
11534,25281.5
6793,51558.3
719,171516.2
4402,71393.9
15992,8723.8
9024,38067.5
10735,29067.4
1848,113734.2
9776,33845.2
5979,57163.2
7345,48102.2
14986,11967.3
8348,42128.9
16570,7119.5
2005,109520.4
13090,28334.0
3344,83556.9
6547,53047.0
4984,65755.6
252,265412.8
16110,8415.7
2130,106479.5
5460,61278.0
12246,22274.9
3764,78060.5
17058,5892.7
12522,44766.4
4547,69905.3
16885,6327.4
6580,52850.2
6232,55181.9
17669,4339.3
6166,55720.1
12852,19907.6
13053,34973.0
2999,88690.5
5747,59017.6
6626,52614.3
8375,41950.7
8274,42619.0
19548,810.8
7557,46736.9
8333,42223.4
9812,33697.6
14653,13153.3
10931,28108.1
56,423479.7
3496,81407.4
5321,62517.7
2916,90103.5
6672,52341.5
3055,160845.8
7672,46056.2
9555,35077.1
13293,18159.3
9702,34348.0
14009,15504.6
12720,20367.0
12923,19626.6
4866,66953.0
8732,39727.0
14786,31313.8
4606,69281.9
9043,47448.0
7938,44519.8
2223,103878.8
7534,46882.3
4158,73615.7
13975,15617.6
11596,25009.0
7919,44651.3
7197,48926.9
3633,79519.7
522,197804.1
7750,45673.5
4643,68976.6
11055,27534.3
6403,53911.1
7994,44205.0
6685,52249.2
227,273458.6
8423,41700.0
6517,53200.3
8002,44174.0
14141,15067.8
16605,15064.7
10979,27909.9
10658,29402.2
1723,117486.5
19589,757.8
14762,12688.1
1904,112362.9
516,198457.6
7894,44800.7
17015,5998.1
11932,23708.4
10010,32591.6
12430,50937.1
6138,55919.7
11172,27043.0
8773,39477.5
5690,59436.5
17373,5083.0
8525,40965.6
2980,89053.3
483,204257.2
6129,55977.3
7258,48575.9
2628,95022.9
5543,60673.8
15790,9341.2
19481,1295.6
12660,20536.8
6766,51728.1
8886,38844.8
1615,121383.0
12740,20278.2
3999,75352.9
16919,6250.7
1366,131294.5
5546,60655.5
6958,50477.1
3877,76753.4
11913,23800.0
12266,22177.3
9312,36433.6
4159,73591.3
11173,27040.9
14233,32943.8
9962,32863.0
13551,17232.3
2822,91358.8
18740,2082.1
6136,55923.5
3779,77865.8
3694,78791.3
14580,13456.1
11066,27438.0
1465,127351.9
17754,4171.7
1031,148186.9
712,172227.6
8748,39621.2
1893,112598.9
12563,20957.7
16353,7728.6
9900,33248.8
12809,20061.8
2625,95140.7
13365,17872.3
3024,88235.7
3839,77128.9
4017,75157.0
9132,37432.8
1437,128348.9
1116,143019.6
5913,57766.4
17272,5332.4
7661,46123.0
13547,17247.0
1577,122956.8
16239,16704.4
12023,23252.5
10272,31236.5
14441,13924.2
3611,79775.3
4678,68690.5
34,486524.8
3484,81558.8
17981,3658.3
11930,23714.8
9931,33061.4
6632,52569.6
7017,50028.4
2706,93661.1
5634,59900.2
5674,59522.1
13430,17685.4
14539,13577.1
6578,52874.8
12898,19736.4
292,253905.3
2897,90409.3
12500,21152.4
7916,44664.4
12575,20907.6
2931,89814.6
7492,47142.7
6874,51015.4
6977,50371.9
11194,26925.8
6912,50742.9
7382,47849.2
9461,35564.6
1335,132551.2
2789,91905.1
10788,28860.7
9389,35971.1
6468,53545.1
5038,65185.4
11057,27528.0
9409,35885.3
12370,21795.5
15963,8793.0
2265,102815.6
8166,43235.2
4549,69895.4
9509,35348.8
6255,54956.4
5926,57614.8
5651,59741.4
13313,18087.0
356,235401.0
14794,12591.7
13819,16288.3
14601,13363.3
16821,6466.7
4721,68294.0
846,159863.2
266,260503.3
2034,108969.6
5783,58803.6
11595,25015.4
2406,99569.7
6679,52295.9
9803,33772.1
13723,16656.4
11702,24653.9
7685,46016.1
5749,59012.5
835,160562.7
10190,31700.2
4374,71687.2
8429,41632.1
15396,10638.8
8204,43054.7
1460,127541.9
3139,86638.5
14295,14471.3
2808,91575.7
15758,9468.0
17509,5540.9
3134,86675.9
898,155961.3
8643,40265.6
14046,15399.3
7386,47814.9
1991,109884.5
3200,85729.7
14870,12351.9
10604,29614.7
1140,141334.5
9505,35363.8
14134,15087.9
9536,35160.2
10148,31919.7
6099,56226.0
8225,42926.5
18945,1674.7
1562,123487.5
3343,83562.0
9022,38079.7
10214,31579.9
2307,101846.1
8255,42736.0
7871,44959.4
13769,40942.7
132,335087.6
9708,34293.0
12771,50143.8
609,183829.1
10934,28101.7
852,159270.6
393,223795.9
16050,8554.3
10048,32369.5
7500,47110.7
5158,64163.6
4032,74867.6
10434,70864.6
5639,59864.8
14745,31667.0
8082,43794.3
6776,51664.9
2316,101563.8
6168,55700.8
3312,83982.3
13598,17052.1
3585,80147.8
6859,51059.7
8716,39814.7
8857,39018.7
7070,49714.0
401,221616.4
7120,49428.8
8247,42780.4
18851,1868.0
14268,14581.5
12454,21363.6
4823,67421.0
5179,63973.0
7012,50071.4
3487,81523.0
15111,11576.9
3986,75550.7
8259,42689.3
9789,33823.8
8794,39313.6
6023,56698.9
1592,122351.4
16501,7305.5
9675,34499.1
2469,98497.1
11541,25234.5
6722,51975.3
12236,50570.4
7877,44907.3
16868,6378.8
12216,22386.3
15780,9378.7
5566,60511.2
14699,12917.4
15789,9345.7
818,162142.1
11789,24314.4
2704,93699.5
6374,105561.5
19334,1106.4
12715,20389.3
3265,84745.5
3713,78556.8
1726,117366.3
15244,11154.8
7191,48966.1
3743,78220.7
8454,41492.5
17609,4474.8
11315,26390.2
14208,14775.7
3453,81910.2
16790,6539.0
10901,28257.0
5565,60514.5
11376,26090.6
9639,34703.9
11995,23387.5
10491,30189.7
6719,51988.7
10761,28964.0
8774,39476.9
670,176248.1
10953,28014.2
9261,36744.1
15900,9011.7
16875,6356.5
5446,61428.3
3430,82192.3
1587,122479.6
464,208013.6
750,168631.8
222,276630.8
11412,25908.6
4102,74122.8
2007,109471.3
8200,43070.7
631,181476.0
16044,8580.3
17497,4728.1
6983,50291.3
13206,18539.6
344,238002.6
6493,53387.0
8244,42806.9
4582,69507.7
2319,101477.8
458,209305.1
13242,18387.9
9542,35137.2
4460,70664.4
2674,94328.3
8844,39089.8
8011,44150.0
8003,44172.8
5497,61010.9
15615,9921.7
17744,7462.1
5294,62801.6
14325,14337.9
5396,61901.0
10740,29052.4
1785,115424.7
851,159621.2
15225,11222.1
14312,14393.5
17848,9860.0
5383,61976.6
8658,40146.1
2965,89353.0
10483,30208.0
13537,17283.6
6559,118603.5
5894,57959.9
15652,9813.0
9094,37675.0
19411,1010.2
8135,43440.4
3518,81195.6
16895,6302.9
9347,36213.1
14855,13789.4
5669,59590.4
13677,16775.2
17414,4990.1
4869,66935.6
14837,12446.6
5311,62610.1
8009,44159.9
6715,52015.2
6005,56851.8
13317,32648.3
9453,35594.2
16179,17440.1
14626,13291.2
368,231928.5
14075,15286.0
3685,78876.8
1433,128526.7
11478,25559.1
7910,44723.8
19395,1025.6
7956,44429.2
10053,32343.2
5612,60181.8
7829,45187.4
9663,34559.0
1745,116701.3
9100,37634.4
5517,60885.8
4169,73538.3
17772,4134.5
1850,113697.7
11193,26935.4
10020,32544.1
13291,18163.4
9754,34030.9
3310,84042.2
1946,111183.8
6239,55138.5
1588,122402.5
1857,113550.9
347,237408.4
1256,136527.2
7537,46859.0
7091,49577.5
12214,22394.9
7469,47281.2
17576,4560.6
18882,1811.1
12244,22281.0
13081,21355.2
14889,12310.4
10715,29125.8
17518,7148.7
17332,5175.0
6187,55549.3
12218,48044.9
6962,50460.9
15905,8989.9
6253,54975.1
19413,1004.1
15376,10721.8
8076,43812.2
11287,26510.0
1236,137704.1
6225,55220.5
2167,105207.1
13065,19130.2
7932,44569.5
15728,9564.6
6506,53288.1
512,199424.3
11096,27316.3
4094,74226.6
755,168283.8
5433,61572.5
1273,135524.1
4862,66994.5
1916,111927.0
718,171633.4
15015,11891.1
15993,8721.9
7680,46025.2
14328,14320.6
7376,47870.1
4957,66014.7
3411,82560.8
3374,83030.9
12550,20997.0
15445,10460.7
5814,58593.4
14850,12400.4
10556,29845.9
5020,65372.2
104,355629.6
1820,114528.6
11111,27275.8
2430,99088.7
6177,55639.8
5000,65577.7
6410,53873.7
8139,82501.5
1679,119087.6
212,285729.0
10819,28693.0
4550,69852.3
16907,6275.4
5377,62077.0
1376,130779.8
334,241303.4
7822,45247.0
3184,85888.1
801,163558.9
233,271309.8
8726,39777.7
7050,49829.4
1075,145325.3
209,286472.2
12409,21588.6
11557,25197.3
8369,41981.9
9909,33181.0
4632,69035.5
5911,57767.4
2458,98722.9
8567,40690.8
19201,1311.5
12587,20848.6
6917,50724.8
880,157250.1
1277,135300.0
1638,120679.9
4470,70622.5
10592,29675.3
2459,98715.7
7811,45293.5
15641,9842.5
19324,1121.5
1234,137731.4
9052,37928.7
1790,115268.3
13710,16702.2
9055,37900.4
15405,26319.3
2029,109072.0
9142,37373.6
4718,68321.0
10893,28293.1
1504,125783.7
3673,78991.8
2571,96294.6
15017,11883.6
6072,56408.8
3151,86535.2
4983,65757.7
1322,133051.8
4928,66304.4
8154,43310.0
4508,70250.3
12397,21633.8
18983,1634.8
8107,108374.1
17738,4203.3
2198,104596.5
623,181978.8
18067,3440.4
7069,49752.8
5978,57172.2
12849,19913.2
10815,28708.9
9416,35823.4
17124,5709.9
2196,104638.1
4916,66470.8
10679,52097.7
18547,2398.1
2032,109026.2
17424,4963.0
3120,86910.4
7592,46460.2
15280,11029.4
12741,20263.7
9791,33820.6
15094,11641.3
12015,41281.4
9441,35663.7
3169,86158.8
9271,36686.6
3366,83215.2
12712,20396.5
9836,33555.5
16384,7625.2
1330,132677.1
6765,51729.8
18745,2078.0
8414,41740.0
2966,89352.2
7793,45384.5
3416,82442.2
12197,22514.8
3126,86803.2
13708,33878.9
8408,41774.7
15269,11070.5
10268,56188.2
9152,37288.5
2308,101751.4
7869,44975.7
12958,19474.9
10448,30403.0
16059,8544.6
11178,27013.6
7654,46164.2
10240,31442.0
10756,28998.4
7786,45409.5
4851,67108.0
17523,4677.2
2147,106021.4
14367,14178.3
1560,123539.8
5868,58174.9
2655,94599.6
16112,8409.5
4744,68071.2
11089,27336.6
9276,36647.3
4902,66650.8
8738,39691.9
5736,59106.3
12165,22675.1
523,197385.0
15771,9413.5
14488,13744.8
9795,33806.3
11130,27205.9
1105,143588.2
6340,54313.1
13785,16433.3
5076,64857.1
8617,40392.6
3871,76806.8
6092,56282.7
1122,142687.4
4795,67599.3
10460,30328.9
1049,146857.2
9396,35945.4
20,541782.7
12107,22951.9
12166,22674.9
5728,59136.1
13238,18400.1
943,152576.2
14472,13840.3
15743,9515.6
16983,6082.5
1750,116428.9
4624,69100.7
11448,25705.1
9103,37609.8
1762,115946.3
8474,41366.6
567,188647.1
15463,10356.3
16252,8009.9
13042,19181.0
1175,139725.7
9150,37331.2
10519,30064.9
6699,52121.9
1546,124094.9
13967,15643.5
7682,46024.8
2995,88772.8
58,420857.2
9006,38159.0
10390,69037.8
18366,2776.1
4617,69183.1
2330,101163.4
11468,25597.1
14516,13648.6
8087,43771.9
13844,16203.3
15817,9282.0
1670,119500.1
19044,1536.8
8315,42361.1
2783,92012.4
11279,26544.2
19332,1110.2
8606,40475.6
8131,107935.9
17230,5430.0
8187,43124.6
7023,50013.5
10310,31071.9
1009,149311.9
9758,33996.8
4663,68857.6
3973,75657.6
6665,52403.6
5547,60640.9
17260,5363.0
2970,89248.5
11490,25497.9
10223,31509.9
3626,79592.8
16979,6092.3
924,153614.0
4546,69913.1
10868,28431.2
13558,17215.5
1843,113882.9
18371,2762.2
4053,74654.9
337,240328.0
2104,107183.1
14725,12848.1
11177,27018.8
8602,40496.3
10325,30948.0
3601,79897.3
2875,90683.8
13076,19087.6
9404,35900.0
7488,47174.2
11627,24901.2
12838,19945.8
773,165554.7
3882,158216.3
7608,46399.7
1157,140387.4
13563,17196.6
2558,96684.1
10307,31092.7
2312,101659.7
2921,89978.3
8216,42989.3
14550,13526.8
5019,65401.3
18034,3501.9
8889,38821.5
9876,33395.4
8039,43989.6
5090,64708.6
4668,68821.9
6141,55873.5
1694,118514.1
12463,21307.0
6579,52867.3
9155,37265.3
4164,73554.4
7774,45528.8
1834,114186.3
2314,101607.3
3858,76980.4
7321,48176.4
11231,26746.7
10337,30886.0
6238,55141.6
2075,108011.0
17671,4338.4
9519,35286.0
5293,62809.0
1311,133611.0
8724,39784.9
4830,67333.4
4056,74605.0
7097,49546.6
4441,70879.1
10561,29828.6
446,212012.0
5715,59260.6
867,158015.2
4572,69639.5
5514,60908.3
850,159668.4
11929,23723.0
6742,51856.6
14914,12190.9
15008,11910.3
1004,149482.6
15352,10795.3
9305,36481.1
1573,123044.3
2001,109575.3
9355,36177.2
16891,15670.1
9870,33429.4
7241,48667.8
15761,9456.4
2561,96553.0
5757,58961.7
2896,90423.5
4844,67224.3
2492,98105.8
2270,102730.8
3123,86871.8
14212,14769.4
400,222023.8
7224,48766.9
7405,47671.0
8407,41778.2
7536,46877.7
11312,26403.1
1034,148003.9
3379,82947.1
6605,52764.7
17887,3881.6
18372,2759.3
6681,52287.4
7804,45341.6
4361,71797.4
5618,60125.4
6441,102037.1
10613,29578.2
13318,18061.1
15343,10825.5
4193,73313.7
812,162956.9
1569,123193.2
1020,148936.5
19903,380.9
9781,33839.5
2796,91722.2
15870,17390.7
5273,63043.8
654,177918.2
10015,32561.1
2923,89932.8
5143,64301.9
7024,50011.8
9237,36895.4
11653,24815.7
556,191722.9
12125,22879.3
5820,58554.8
9151,37328.0
211,286088.2
14021,15461.3
8754,39576.2
1806,114912.1
11725,24577.4
3632,79548.8
8275,42596.0
1457,127666.0
2563,96501.8
2929,89821.5
2481,98306.9
5218,63559.9
4939,66167.1
11638,46069.4
9604,34878.1
6043,56611.8
1331,132660.4
18604,2296.1
6269,54807.8
9579,34989.6
4085,74325.1
12,584279.6
6260,54908.2
827,161376.4
2844,91027.9
11786,24325.8
14711,12884.1
455,209638.3
1060,146439.5
18020,3544.5
1677,119203.4
3544,80936.8
11915,23783.8
14936,29091.2
15170,11380.5
14767,12677.6
5320,62517.8
2971,89182.3
11918,23777.5
949,152300.3
6471,53538.1
9561,61221.6
12547,21003.6
10831,28647.5
8564,40741.5
9953,32917.2
4773,67800.6
8162,43261.8
12525,21086.6
6135,55926.5
1417,129213.2
10124,32008.6
30,493604.3
15887,9039.3
3770,78004.4
678,175932.9
8545,40856.4
7158,49176.8
11802,24278.5
17289,5284.2
5661,59674.4
8331,42239.5
10706,29164.8
9223,36944.7
1121,142725.5
12416,21572.9
15783,9360.4
3307,84092.9
14109,15167.8
14348,14250.2
7993,44207.3
3401,82690.0
10540,29936.6
6058,56507.3
7313,48223.5
9566,35034.7
14422,13992.1
10820,28691.4
2603,95712.2
4921,66406.1
6084,56328.0
2741,92933.6
7289,48363.2
15192,11309.5
1582,122840.7
14125,15110.0
7937,44523.3
3144,86598.8
12714,20391.6
14063,15327.9
4608,69269.8
7185,48996.4
15770,23406.6
12020,23255.6
5009,65471.1
5458,61287.9
2914,90125.6
11121,27233.6
7453,47411.3
16084,8481.3
10328,47653.0
14990,11956.7
4738,68125.3
14790,12606.4
10948,40265.2
16246,8035.9
2249,103219.8
5095,64671.1
11681,24742.5
11756,24442.6
13137,18827.3
6437,53722.2
2144,106090.4
14386,14119.8
8118,43539.7
16658,6881.9
15818,9281.2
7623,46310.3
9253,36824.9
6932,50593.6
4579,69548.5
15746,22378.8
12123,22885.8
10438,60745.7
5197,63841.7
28,498719.5
17049,5917.2
15272,11064.6
10773,28923.2
10533,29972.2
355,235674.8
1447,128080.7
11892,45651.3
11254,26638.8
11561,25178.4
14296,14468.8
15718,9597.2
332,241590.2
5847,58295.8
9414,35834.6
17496,4733.1
15491,10267.8
4344,71930.6
973,150992.3
16073,13562.2
120,342083.5
5096,64669.1
6231,55184.6
5777,58835.8
6477,53509.1
15342,10827.0
4854,67069.3
3361,83282.5
2414,99373.6
5718,59227.5
2594,95922.9
9907,60872.4
9622,34787.5
2948,89548.7
11992,23420.2
2211,104220.6
15090,20066.2
5060,64984.4
5334,62439.5
1222,138096.7
7722,45818.7
7435,47499.5
13884,16013.0
7399,47700.9
3198,85751.8
13230,18457.7
1563,123472.1
13441,17657.6
17269,5335.7
11446,25715.8
6651,52464.9
10023,32517.3
10643,29472.4
15924,8929.8
954,152019.7
11408,25942.2
4686,68620.2
15455,10393.6
13530,17315.2
7716,45839.0
8298,42477.5
10324,46685.4
17294,5269.5
1698,118479.7
9790,33822.0
1580,122902.7
12621,20692.2
14621,13313.9
7639,46234.8
4677,68691.7
1807,114885.1
6939,50564.0
15543,10113.2
1108,143494.5
9589,34940.2
15264,11092.0
14617,13324.7
3368,83159.8
13813,16315.5
683,175468.9
2658,94561.4
1409,129438.5
9206,37008.9
14698,12923.9
759,167382.9
1735,117082.9
3834,77161.6
18461,2596.1
14426,13981.1
3292,84375.8
806,163228.4
8075,43815.1
1802,114965.9
4226,72995.0
1795,115181.6
15902,9007.4
11649,24838.9
14383,14120.9
6746,51843.8
3093,87359.0
4348,71898.4
17562,8125.3
3082,87437.8
15987,8736.6
11710,24627.1
5980,57155.0
20144,72.0
4758,67975.1
12284,22110.5
12948,19526.4
14345,14260.6
10410,30570.9
531,196152.6
366,232537.8
16121,8399.9
4387,71543.6
4385,71578.0
8178,43161.5
1947,111165.3
708,172512.8
10228,31500.4
9771,33890.1
5189,63884.0
12707,20412.4
4554,69833.9
13016,19270.2
5026,65293.8
1314,133306.4
13266,18298.0
1369,131029.4
2991,88853.3
7697,45951.9
12701,20431.9
1303,134099.7
13351,17930.4
12211,22417.4
13615,17011.4
4475,70559.0
18488,6341.3
3791,77723.7
2042,108765.3
10532,29983.2
4500,70327.7
9336,36271.9
5882,58068.4
6600,52781.7
8651,81051.1
2180,104905.6
19580,767.4
2762,92633.5
5668,59590.5
8682,40024.7
2621,95193.9
10628,29522.8
8045,43970.2
10075,32245.6
10515,30089.0
8293,42516.6
14275,24141.4
819,162140.2
7206,48842.9
5890,57993.6
312,249048.6
2105,107164.3
11052,27543.2
12183,22576.9
19756,564.6
894,156351.9
1496,125959.7
1816,114639.9
7969,44362.0
2036,108915.4
8700,39909.3
688,174929.3
3998,75357.7
12476,21245.4
9057,37892.8
6421,53799.6
57,422029.7
6368,54101.7
15696,9679.8
8117,43553.8
2444,98951.2
8499,41163.5
17734,4211.6
4239,143713.2
9518,35294.9
9630,34757.5
1487,126369.6
5977,57175.6
1434,128504.2
473,205792.0
2402,99688.5
2781,92107.1
6819,51323.3
6942,50556.3
14394,14097.6
14293,14473.6
9084,37741.3
4660,68873.6
4747,68059.3
10002,32625.6
13334,17989.6
6288,54625.5
12599,20789.3
3972,75675.6
17580,4548.5
14608,33141.2
7041,49908.4
12722,20354.6
13877,16048.4
12914,19663.2
4817,67447.6
1066,145773.9
2320,101437.1
11978,23483.0
7391,47783.4
6910,50757.3
1952,111017.2
5069,64908.3
12156,22725.2
15737,9526.5
1088,144871.3
1128,142121.0
4040,74798.6
3621,79646.6
12257,22235.5
462,208781.2
3103,87194.9
4325,72077.8
15421,10547.3
6064,56469.5
6388,53969.6
1471,126824.1
2182,104877.5
319,247329.5
10147,31925.0
16097,8453.2
1950,111027.8
11025,27701.8
15354,10789.3
9451,35605.5
13355,17912.7
7272,48499.1
9001,38200.4
16938,12932.1
2162,105455.2
13140,18808.7
13485,17499.1
13115,43678.1
13683,16760.0
2557,96694.0
1063,146247.2
1704,118237.2
10871,28411.3
4177,73479.1
5195,63864.4
1475,126747.0
16160,8290.8
361,234257.9
8906,43000.8
17573,4569.0
8705,39886.4
19047,1534.6
3220,85370.3
8168,43230.7
8765,39530.2
508,199947.2
16688,6804.7
6615,52691.8
15412,10567.6
10971,27938.8
16935,6206.7
13193,18601.7
546,193364.3
4355,71817.4
5703,59353.5
14270,14574.3
16152,8315.4
14809,12546.7
15716,9605.7
761,167204.2
7944,44494.6
2031,109064.3
2592,95950.6
6323,54398.8
2982,89028.6
11880,23928.5
5404,61820.0
12819,39509.2
4394,71494.2
6106,56199.7
100,358859.2
11542,25231.7
6630,52573.8
5556,60560.7
4912,66554.8
10083,32189.8
5039,65184.7
9590,34935.5
607,184118.2
9925,33100.4
15439,10503.1
6446,53647.1
7873,44936.2
20119,98.5
2478,98365.8
14819,18639.1
1055,146688.3
12631,20652.2
1576,122993.0
5180,63969.5
1506,125698.0
15521,21218.9
16163,8283.1
9158,37242.5
2148,105976.4
6014,56748.8
15347,10805.9
5687,59443.8
11187,26947.8
624,181875.4
7383,47830.5
14772,12668.6
14214,26151.8
18440,2635.0
3480,81611.5
1619,121223.4
10864,28443.7
11124,27229.1
1635,120758.0
1777,115588.7
8955,38440.3
2070,108114.2
2115,106982.0
9285,36575.5
9911,33173.7
6464,53564.8
11464,25632.1
9954,32915.5
12173,22643.5
5328,62461.4
12051,23144.6
681,175635.3
2595,95859.4
4497,70377.3
13937,15780.2
4107,74079.3
17210,5471.1
6256,54948.1
5274,63037.7
175,306754.7
17313,5225.2
10627,29528.7
3702,78682.0
17475,4793.0
14783,31357.1
3887,76674.3
6890,50902.7
11288,55291.7
2262,102989.1
3122,86876.3
296,252968.6
1139,141336.6
8292,42528.2
17291,5273.0
11714,24609.2
2488,98145.3
6805,51444.0
1339,132352.7
1622,121173.4
4328,72064.1
12734,20307.8
14611,13340.7
9796,33803.6
4175,73492.4
1310,133631.7
5178,63977.7
6318,54451.8
16646,8173.0
11306,26420.9
6815,51357.8
4181,73427.5
1526,215335.2
1578,122943.6
8182,43148.7
5775,58865.6
6628,52602.8
7276,48491.5
13520,17371.7
13247,18371.8
1862,113323.1
5812,58598.9
7591,46461.6
13354,17917.8
5528,60784.8
1371,130894.5
4254,72746.3
7434,47500.2
15182,11341.6
4996,65593.7
4867,66949.3
6535,53097.5
15532,10150.6
3360,83284.5
4140,73781.5
1249,137017.1
8609,40433.4
8339,42177.1
11229,26752.4
15418,10552.3
10625,29530.0
2290,102304.3
1036,147886.8
13863,16122.1
9651,34627.4
14216,14753.9
7924,44612.3
8449,41518.2
3481,81608.7
313,248864.1
642,180031.3
6412,53862.4
8793,39313.9
9669,34510.1
11878,23944.9
13873,16081.1
6694,52140.9
7230,48728.1
11313,26401.6
3038,87965.5
9994,32681.6
8104,43666.1
8871,81172.5
3988,75489.8
17647,4381.6
12582,20881.9
4917,66449.4
7482,47220.0
14821,12500.0
6712,52044.9
11938,23679.2
12150,22762.8
8933,38585.9
16316,7802.7
6306,54565.7
1866,113238.9
15876,9087.2
1583,122760.9
3766,78044.8
7890,44836.1
14719,12853.9
4841,67243.4
19924,352.4
3402,82666.0
5376,62113.8
2311,101686.7
16786,6548.6
6420,53803.6
4375,71677.3
4919,66430.1
10607,29605.1
4853,67085.7
856,159012.4
8376,41942.5
5742,59064.0
5723,59193.9
847,159815.6
5656,59692.9
15346,10808.4
13843,16205.5
7271,48500.2
4734,68150.2
6149,55821.8
1435,128492.3
6004,56857.0
15908,8970.5
3950,75946.4
610,183675.7
9716,34246.7
15062,11751.0
2110,107055.2
10135,31972.6
2351,100741.9
9388,69104.6
4468,70625.4
1490,126176.2
2010,109444.6
14956,12076.8
4599,69351.7
199,292441.7
488,203222.9
3350,83444.7
4868,66949.2
12101,57012.7
2883,90587.0
4687,68614.9
10159,31866.2
5529,60770.5
3323,83834.4
4586,172515.4
10783,28901.0
6039,137797.3
8151,43320.5
3846,77083.2
2237,103553.0
8221,103122.7
13552,17231.4
2854,90906.1
10198,31670.4
13589,17098.9
10956,28002.2
527,196558.0
