,ttm_revpar
11153,27089.7
16802,6503.0
956,151970.0
12583,20869.2
12379,21737.9
13038,19196.8
1295,134288.3
122,338857.4
4492,70407.9
6116,56123.2
13836,16221.4
18079,3408.4
2342,100895.8
15697,15771.0
14950,12089.3
13927,15805.4
6042,56612.5
10918,28144.0
1016,149061.3
3547,80832.4
6731,51929.9
12094,22982.4
15607,9953.2
3128,86708.7
3657,79289.8
16778,16094.6
2165,105244.0
504,200851.8
8291,42529.5
6416,53828.4
15024,26395.7
229,272674.6
9167,37204.1
4109,74068.0
7665,46093.3
16014,8672.1
12380,21733.7
10419,30517.6
3077,87481.2
13359,17884.9
4724,68245.6
4340,71962.8
4429,70996.8
9515,35321.8
8824,39165.9
2810,91530.1
10942,28051.6
14564,13490.8
4503,70311.0
3010,88449.6
7059,49794.8
2777,92331.9
3445,81967.9
16139,8353.5
10104,32085.6
6046,56598.5
9053,37917.5
18285,2947.8
5416,61682.0
16931,6216.5
4275,72574.9
14387,14113.4
12536,21044.4
8830,39147.6
13735,16606.0
5515,60900.4
5759,58955.0
16887,6323.3
8517,92968.9
15050,11787.2
15270,11068.7
11861,24024.7
11425,25833.1
5025,65330.4
8998,38218.8
1028,148294.4
7780,45495.3
7461,47360.7
10028,32492.3
1956,110947.4
350,236956.6
8811,39254.1
223,276342.2
6276,54723.6
16626,6968.3
12159,22719.5
18386,2742.2
2548,96933.2
13352,17919.4
10060,80209.4
570,187888.5
1601,121915.3
5743,59055.3
2208,104297.7
10400,49230.6
19974,291.7
4037,74837.7
17096,5803.7
2764,92614.4
19088,1473.9
13250,40829.6
5395,61902.2
18175,3200.5
9750,34047.2
13119,18887.5
3623,79617.0
8174,43187.5
10865,28442.4
2442,98964.3
3836,77145.4
17559,6163.7
830,161153.2
2095,107482.5
14373,14161.7
10651,29445.9
81,385085.5
5613,60180.3
13130,18848.0
16372,7658.7
12887,19780.1
2754,92792.9
840,160311.0
4710,68377.4
3927,76173.2
6159,55756.8
11435,25775.3
1414,129272.8
13754,16550.0
2894,90437.7
10396,30625.2
16483,7342.2
17343,10125.2
9310,36456.2
20019,235.6
6975,50388.7
48,441214.5
10774,28920.8
9436,35712.4
12055,47983.9
6809,51413.0
17330,5180.5
12225,22349.5
12145,54357.6
6642,52497.9
4208,73185.0
2744,92891.1
8692,39950.7
6871,51023.8
4997,65589.6
5394,61909.8
4098,74185.1
2417,99333.5
13171,18686.5
5880,58082.7
10064,32290.9
2818,91465.7
10414,30546.7
10181,31763.0
10043,32387.1
2536,97081.8
10459,57969.5
11856,59302.3
9178,37135.5
3983,75556.7
16521,7253.5
9137,37391.2
18124,3330.2
5100,64637.0
16124,8900.9
8000,44181.3
2245,103345.7
5421,61647.6
4049,74696.3
12971,19415.2
10112,32049.5
2197,104635.1
2949,89543.4
18732,2091.5
14095,15219.4
519,198249.6
12743,20262.1
6959,50475.1
5870,58153.9
172,308054.5
645,179764.4
13800,16362.0
9228,36934.6
14726,15172.5
18550,2391.0
5241,63267.2
1156,140474.6
15540,10125.8
16009,8690.5
14048,15388.8
10429,30500.6
1858,113495.6
10145,31932.2
9998,32658.3
3780,77864.4
6497,53350.3
5910,57773.6
12291,22091.9
15759,9464.2
4673,68752.6
3603,79846.3
10085,32188.5
843,160115.7
2534,97116.5
18070,6164.2
9462,35559.2
9503,35371.7
8371,41961.5
15167,11393.2
9660,34574.7
5662,59671.1
10834,28632.2
65,407442.3
9322,36357.4
7514,46984.4
10742,29046.2
2054,108481.4
1899,112500.7
354,235698.2
5554,60576.3
1792,115238.2
13812,16324.7
8604,57949.2
6692,52168.2
4908,66595.6
1177,139684.3
13420,38029.3
10495,30166.2
3479,81625.5
8207,43040.0
7284,48454.7
4704,68455.1
3202,85715.3
7015,50042.4
309,250079.4
15353,10791.9
13624,16974.5
16768,6606.5
8752,39599.3
4479,70476.7
8941,38556.9
12789,20132.0
8063,43873.6
3678,78936.2
16255,9391.8
2635,94871.4
7229,48739.7
2830,91172.5
4961,65996.8
14129,15101.7
13154,18753.5
5265,63065.5
324,245455.7
5353,62240.7
5852,58271.0
3285,84573.7
9650,34632.6
4008,75250.3
13774,21619.2
1308,133752.3
8650,40195.6
17686,4317.3
8686,39971.5
9187,37078.4
2423,99232.9
11068,27436.6
12466,21286.8
3727,78392.9
4283,72483.2
8931,38595.4
6970,50420.0
14339,14275.0
18639,4732.9
3514,81255.3
4552,69845.4
1114,143060.9
9056,37897.3
10250,31384.4
17352,5124.1
3329,83773.8
4538,70002.0
4253,72750.2
3646,79424.6
716,171807.3
118,343710.3
2052,108525.0
4735,68148.3
7080,49640.0
6391,53949.5
7090,49586.9
14736,12777.7
9274,36662.3
17743,4194.3
13344,17948.9
9705,34309.3
5413,61703.6
15775,9400.9
6911,50754.7
4824,67412.2
8016,44134.3
5174,64022.4
14254,14635.2
7308,48255.9
11661,24794.5
4396,71456.1
5952,57360.6
14121,15116.5
16068,8519.2
5665,59641.6
6038,56643.1
1171,140078.5
8648,40221.5
9179,37132.1
87,369672.1
7518,46973.2
3466,81773.6
10404,30596.0
10359,30785.1
403,220903.9
18231,3061.9
3433,82157.7
13947,15728.4
8859,39004.7
16126,8386.1
6664,52406.1
2279,102541.0
11386,26028.8
6853,51070.8
15089,23902.8
10295,31141.3
6588,52825.5
1038,147789.5
18077,3417.7
3904,76439.1
5713,59283.6
2483,98288.0
4832,67308.0
10656,29414.4
5490,61040.4
1292,134377.3
8379,41919.4
2072,108092.8
10095,32131.3
6966,50440.8
6324,54386.8
5338,62413.3
1443,128261.0
5198,63833.9
5472,61182.5
9552,79536.4
1521,125228.4
18280,2954.1
14485,13774.3
13637,28092.6
12215,22391.8
14526,13621.7
6312,54507.1
684,175401.1
8456,41484.2
6075,56386.7
11047,27569.5
5454,61328.7
14614,13329.7
9672,34503.9
5228,63462.2
5399,61889.3
1877,113058.1
6820,51316.2
1081,144993.2
7766,45559.6
19480,898.0
2528,97221.9
13915,15877.5
3476,81653.6
1112,143274.7
5679,59497.5
9423,35785.6
12645,20597.8
420,217622.0
9843,33526.6
6041,56616.8
7717,45837.4
1975,110209.6
8585,40606.4
3419,82334.4
2339,100955.0
12565,20955.5
9498,35410.1
18421,2675.0
208,286557.4
15562,10048.0
3775,77933.8
8966,38382.3
10933,28107.2
18268,2987.0
532,196140.3
5522,60835.4
787,164468.7
729,170773.5
7237,48694.0
11196,26912.4
1887,112918.6
14301,14450.5
17447,4880.9
16172,8242.7
15827,9247.9
2020,109247.7
2374,100181.4
17846,3976.7
6622,52631.6
10385,30653.3
8717,39811.2
6377,54051.2
3546,80900.4
14266,23571.1
6869,51036.3
13339,17976.5
8688,39958.7
12895,40708.0
15449,10437.7
5688,59440.7
10603,29622.8
4653,68934.2
10591,29676.3
5319,62521.5
7086,49602.8
8130,43470.3
13955,15703.4
257,264773.8
12351,21866.4
12237,22305.3
14616,16658.3
13163,18710.5
9997,32669.2
15198,11291.1
3718,78508.1
709,172492.5
3264,84746.2
506,200309.4
9882,33348.1
15172,11372.8
5636,59895.5
2607,95586.0
857,158923.2
2287,102366.8
5819,58555.1
372,230665.0
16302,7828.6
5510,60923.9
11319,46744.0
5683,59464.2
5496,61015.2
4161,73563.8
4041,74796.8
6526,53159.1
19221,1285.5
19739,587.3
13556,17217.7
11444,25721.8
4186,73360.8
1008,149313.7
4457,70697.7
8119,43528.0
1189,139376.4
18011,3565.5
557,191398.5
4991,65641.8
4499,70346.7
3584,80148.5
7851,45066.5
15740,9517.0
15939,14212.0
8343,42153.9
13933,15798.6
14126,15110.0
5359,62212.3
6052,56551.8
6310,54515.5
7614,60659.7
10445,30421.7
7108,49501.5
3679,78935.9
12457,21349.1
10851,28513.9
699,173708.4
2581,96112.3
5182,63966.2
3530,81106.9
992,149994.5
7821,45247.1
6178,55625.9
16867,6379.4
4341,71961.4
91,367330.8
5856,58249.9
2305,101932.0
11443,25724.7
16676,6832.1
10589,29679.0
9959,32887.1
261,262987.0
16429,7483.3
3420,82326.1
5693,59417.7
10233,31473.7
4124,73929.0
3719,78506.3
9504,35365.3
447,211997.1
7082,49637.4
5291,62822.9
6202,55390.0
3644,79434.2
2229,103744.7
7953,44442.5
19966,300.4
3450,81942.7
10436,30477.1
2928,89859.8
2574,96221.1
10440,58199.5
9194,37059.3
8217,42979.4
10791,28852.8
1181,139562.8
4257,72707.7
5330,62453.8
84,379957.7
3224,85295.8
14157,15025.4
889,156460.3
7075,49685.7
9625,34776.6
6836,51165.7
8361,42077.0
9370,36084.0
1486,126511.6
11717,29542.9
5845,58321.9
6838,51138.8
12444,21422.9
454,210055.8
4451,70772.6
4153,73642.7
12605,20783.5
4250,72756.7
3110,87109.5
9415,35825.6
15251,14422.4
9729,34161.1
6047,56589.2
13740,37385.7
585,186310.4
5423,61640.3
6873,51017.1
11141,27140.8
11801,39922.2
7788,45405.9
11833,24167.3
5786,58775.2
12908,19676.0
2515,97490.5
4270,72598.3
6633,52567.8
9510,35348.1
414,219065.3
402,221589.2
4560,69794.5
2116,106971.9
3130,86689.5
12083,23022.3
164,313561.5
8936,38577.6
13273,18255.4
15447,10443.4
4426,71037.4
10169,49223.4
12057,23123.9
3399,82694.1
13226,18475.9
4038,74835.9
7200,48877.0
1874,113114.4
12962,19444.2
1351,131735.7
12498,21158.8
15162,11431.7
10891,28305.3
14907,15681.1
760,167269.8
3137,86642.7
14740,12768.3
7365,47930.0
713,172129.3
3578,80225.0
4709,68383.2
12658,20551.5
5778,58835.6
7390,47785.5
7186,48995.6
3226,85277.9
17546,4628.2
6821,51298.7
16670,6842.9
3900,76488.8
4130,73881.5
17469,4819.0
1086,144924.9
10523,30052.2
11013,27761.5
3525,81134.0
9458,35571.6
15497,10753.9
10446,30413.6
2475,98387.1
246,267297.4
3916,76292.4
8424,41696.8
3725,78432.3
13777,16460.4
2301,101989.8
2285,102388.3
844,160030.2
5240,63276.7
6467,53548.3
434,215035.5
13309,18110.4
1186,139474.9
12963,19443.5
6726,51944.3
13188,34001.8
4796,67593.0
5481,61105.9
3854,77029.2
10575,29752.4
11658,24799.8
250,265767.0
9512,35336.1
18484,2561.4
7922,44633.9
7783,45469.9
8611,40427.0
9714,34263.1
3491,81447.4
2788,91949.5
19292,1177.3
9244,36861.2
435,214242.1
8097,43712.7
17852,3959.5
15885,9040.7
11198,26909.0
18140,3291.9
11445,25720.3
16006,8692.8
12043,23168.4
5832,58469.2
4110,74061.3
4899,66662.7
1349,131816.4
10477,30244.3
8537,40884.1
11652,24824.2
1462,127500.4
3774,77937.3
7586,46513.2
4434,70963.2
5061,64974.5
11922,23767.7
4093,74244.4
13406,17761.6
15364,10761.2
12970,19420.3
10562,29826.1
2620,95196.8
11429,25814.9
4400,71426.8
3759,78114.6
13458,17582.8
19323,1121.5
2493,98026.6
7164,111413.5
7558,46733.7
6818,51338.5
6021,56712.3
3750,78183.3
15258,11113.9
13346,17941.2
3247,84985.4
1237,137646.8
8528,40948.4
4280,72505.5
550,192759.0
1217,138187.4
8078,43807.6
9087,37733.2
15923,8935.6
2690,93953.3
17992,3629.1
8072,43843.1
13926,15810.0
13588,17099.9
7089,49587.3
14875,12345.6
886,156750.8
13435,17673.9
196,295462.7
18296,2920.2
3467,81772.8
4506,70295.0
10939,28082.2
11441,25736.4
3067,87558.2
4011,75230.4
2622,95166.3
16047,8567.0
6791,51568.8
14652,13158.4
17613,5050.4
17510,4690.5
5933,57524.3
6732,51918.5
5136,64334.9
7327,48161.5
7155,49197.4
6773,51692.4
4855,67039.3
4277,72565.0
7549,46759.7
8411,41753.4
12141,56621.5
2737,93010.7
8924,38663.1
2556,96713.3
16114,8406.5
1529,124972.2
4438,70901.7
9818,33667.2
8652,40175.6
5549,60624.4
6949,50529.0
6209,55367.5
1258,136458.8
15240,11165.2
9148,37338.6
15161,24401.5
4234,72890.3
18712,2121.8
5166,64062.0
11605,24966.9
8282,42564.8
1903,112379.0
9255,36803.2
5450,61390.0
254,265044.1
8491,41231.1
4646,68952.9
9724,34194.9
5340,62387.3
13781,16445.7
7584,46521.4
766,166332.6
5676,59509.0
660,177258.2
5489,61052.1
11739,24509.4
6033,56668.1
5480,61110.7
2955,89476.4
3485,81551.9
5839,58394.9
1438,128348.8
3116,86992.8
2891,90488.0
10669,29337.9
328,243927.0
12022,23255.4
253,265063.7
15673,17288.8
6422,53798.0
5516,60885.9
8903,38769.4
14035,15432.6
4504,70300.2
6268,54809.8
5270,63055.2
9597,34891.7
5571,60493.0
3090,87389.1
3100,87250.1
8529,40944.1
2689,93955.8
15055,20465.8
9916,33165.9
1144,141059.1
3089,87396.9
3011,88449.0
3752,78166.7
11274,26584.0
9874,63180.6
12936,19586.1
15867,9117.8
2717,93521.5
16064,8528.1
5572,60473.8
8374,41954.4
1379,130481.8
7567,46647.1
8403,41791.5
5730,59134.4
3568,183526.8
17746,4185.1
6530,53124.6
16793,6535.7
15136,11519.5
14281,33760.2
5292,62820.0
6175,55653.7
7820,45251.0
9683,34441.7
12790,20131.7
2942,89635.3
6062,109656.9
3465,81774.1
14042,15406.8
1319,133211.6
17063,5884.5
5124,64474.6
4986,65685.5
11351,26225.4
8951,38474.5
12496,21161.5
5932,57526.5
11185,55892.4
10019,32551.1
951,152199.1
13544,17262.6
3313,83967.0
3337,83614.8
12256,22236.6
12131,22856.3
176,305759.0
437,214184.2
9830,33619.0
7421,47554.1
308,250395.3
1584,122654.5
4068,74462.8
7049,49835.8
2168,105183.7
10961,27988.7
15043,11805.4
16584,7073.0
12279,22121.3
5145,64290.5
10713,29136.9
13606,17027.2
601,184769.1
8089,43761.3
7447,47427.0
7174,49086.2
4764,67937.6
9582,34968.4
5525,60788.8
17342,5161.3
5544,60656.1
13918,15860.9
2676,94321.7
10030,32476.6
4708,68385.4
12287,22105.2
16055,21232.0
231,271789.9
179,304506.8
7706,45923.4
744,169211.2
17665,4351.3
8637,40292.7
11743,24492.4
3968,75730.2
6096,56263.4
11655,24809.7
6305,54572.3
9029,38048.0
109,351519.6
5916,57749.7
8649,40201.4
1338,132382.4
6170,55687.5
2023,109180.8
6790,51577.3
762,167198.0
8088,43764.4
16734,6712.1
8419,41718.1
809,163133.3
12255,52715.2
2118,106916.4
5697,59378.8
6465,53554.6
11230,26746.8
69,402544.9
5561,60523.4
10038,32432.7
16230,8078.6
10862,28448.5
5887,58003.4
19460,928.3
10690,29220.3
5352,62248.4
1703,118260.5
377,229025.5
1488,126340.4
6198,55428.7
2656,94573.8
4296,72383.8
11420,25864.2
9102,37617.4
12677,20477.1
17028,5969.5
4640,68983.4
12552,20988.5
8668,40104.1
4350,71889.8
9330,36320.3
15809,9306.5
3164,86267.0
2785,91965.2
480,204910.1
1346,131917.7
2322,101404.7
3828,127505.1
17827,4018.9
10093,32143.4
6104,56205.8
5755,58992.7
758,167512.3
16838,6437.8
2340,100944.8
14142,15067.0
882,157124.4
6926,50663.2
10947,28022.3
5308,62632.4
10263,31314.5
13665,16817.0
4700,68473.4
1564,123421.3
746,169087.3
14474,29532.5
2738,93005.6
12469,21279.0
11874,23966.9
5302,62738.6
7351,48046.7
7132,49351.2
10451,30387.3
3606,79814.1
7839,45131.6
2398,99727.7
14445,13900.1
8538,40876.2
781,165005.2
19150,1390.6
15155,11449.3
5384,61976.0
13003,44616.1
647,179588.6
15006,11914.7
8777,39454.8
11594,25016.4
3279,84640.9
7684,46017.5
4433,70968.0
5388,61932.9
6521,53182.5
874,157558.2
5712,59301.3
10018,32552.1
17476,4792.6
17482,4778.8
7282,48464.6
19156,1380.7
10987,27886.2
9780,33839.9
10601,29634.9
971,151063.5
11695,24670.5
11941,23671.2
11848,24085.2
17500,4725.6
11126,27216.6
8177,43162.3
3391,82781.8
2199,104564.5
363,233989.6
12434,21471.0
3817,77397.1
2886,90554.8
5314,62586.8
3689,78819.5
4870,66917.4
552,192672.7
3005,88557.0
474,205648.6
1662,119782.5
13357,17900.7
3421,82321.3
8085,43785.7
1185,139476.3
7350,48060.9
9762,33985.4
5463,61243.6
6985,50265.0
6337,54330.0
11285,26512.1
7983,44316.8
14561,13495.9
9496,35412.8
3447,81950.1
15720,9590.3
15748,9499.2
7046,49849.1
14455,13881.2
1428,128764.3
9810,33709.7
11072,27431.2
6979,50311.0
19807,511.5
11982,23458.4
2751,92834.1
824,161574.5
6795,51544.5
7094,49563.7
11493,25475.5
16651,6898.5
2164,105262.2
1823,114504.0
11320,26379.3
4711,68376.4
5374,62114.5
3197,85758.8
6077,56377.6
5559,60526.3
12860,19879.2
4398,71441.2
16364,18685.3
3162,86350.6
9489,35432.1
14284,14507.4
20001,261.4
10007,32615.5
5440,61512.0
237,269484.0
1551,123757.3
16880,15733.0
11599,24999.3
3494,81440.8
2892,90461.2
15933,8887.9
1554,123634.2
3982,75569.5
7865,44984.6
5495,61016.8
14670,13079.8
12396,21640.3
13462,17572.4
1315,133294.6
7065,49766.4
6550,53033.9
5695,59387.8
9568,35032.9
13685,16756.0
7293,48325.1
8036,44005.4
11498,25451.6
13220,18510.5
1499,125923.8
2853,90920.9
1620,121204.9
18443,6441.5
5269,63055.4
7441,47460.2
7142,49261.7
2371,100220.6
15969,8779.0
13473,33341.2
9584,34957.6
11517,25374.3
3754,78155.5
9894,33281.5
17681,4325.9
561,190530.5
4975,65805.7
1176,139707.7
5885,58047.2
13590,17095.2
4859,67003.0
397,223077.8
12689,24560.2
2554,96791.3
15102,11621.4
3938,76044.2
13030,19217.3
9525,35243.7
3080,87443.8
17522,5022.8
730,170729.7
300,252052.4
14642,21912.7
13145,18798.8
7734,45755.5
4418,71198.0
18828,1918.0
4300,72326.8
15617,9916.6
7316,48204.6
8184,43139.3
18771,2022.6
3217,85421.0
10417,30543.9
15606,9954.2
12093,22983.9
3281,84596.8
5122,64499.1
4719,68315.8
15806,9313.3
7778,45516.0
17489,9231.2
9463,35553.7
18520,2474.4
12882,19795.9
7862,45009.0
13643,16907.5
1165,140219.2
17668,4341.7
7328,48154.7
1225,138056.8
4638,68987.9
7429,47523.8
18735,2085.7
13675,16782.1
18073,3425.2
6127,55984.0
11674,24765.1
11482,58619.6
5621,60095.7
9815,33693.7
11713,24611.2
671,176209.7
15686,9720.9
7607,46401.6
6233,55170.0
648,179537.0
16325,7783.8
3866,76866.5
4395,71493.4
14391,14101.1
6383,54005.2
8307,42426.9
794,164014.9
2918,90039.0
6371,54092.5
12354,21857.0
3278,84649.3
11180,59029.2
17055,7180.1
15597,9973.2
4302,72318.8
15217,11232.3
13875,16064.2
4974,65845.8
8265,42666.0
6316,54462.2
2968,89325.6
4765,67908.2
8581,40621.0
1007,149367.7
8263,42670.4
17956,3717.0
7638,46236.6
11416,25889.0
6695,52130.0
6522,53168.5
9440,35666.5
17338,5168.8
5719,59224.8
10896,28280.0
7941,44508.2
6552,53021.2
8775,39472.5
156,317800.7
10332,30905.8
3158,86380.7
11059,27502.5
1571,123105.9
10092,32146.2
13867,16111.8
10143,31938.0
3895,76582.2
498,201898.9
13509,17397.3
2362,100421.5
921,153822.6
8260,42685.4
151,321062.1
12728,20334.7
13953,15705.7
11109,27281.5
10818,28700.3
1763,115846.1
3071,87543.1
15313,10919.8
12576,20903.1
9602,34884.7
7324,48169.8
15661,9792.6
15036,11827.1
11707,24636.5
2946,89589.8
3814,77432.7
7508,47038.1
19526,829.8
14406,14038.2
14376,14155.4
5666,59639.7
3277,84650.3
10115,32034.5
2315,101576.0
4973,65868.1
7138,49304.0
4848,67144.4
14812,31123.8
4594,69416.9
8037,44004.9
343,238062.4
9064,93931.9
4249,72764.1
11527,25329.2
3263,84765.7
4657,68890.2
2260,103085.6
4313,72214.4
2636,94867.5
16421,7518.0
7208,48837.0
11015,27754.3
5257,63124.1
13415,17717.5
10086,32187.2
10262,31322.1
9850,33504.1
7868,44978.1
16028,8629.5
7777,45519.2
13528,17328.2
7889,44846.0
4879,66863.3
14384,14120.5
1484,126518.8
4730,68185.7
2271,102701.4
3656,79310.7
4006,75257.3
6063,56477.9
283,256458.2
16391,7597.6
8330,42255.2
14505,13674.4
6439,53702.6
10882,28374.0
10806,28769.9
4264,72653.2
8861,39001.2
6173,55676.7
17919,5371.1
9302,36488.1
11087,27341.7
2154,105689.7
8211,43024.9
8533,40911.6
9116,37514.0
16447,7443.7
5183,63963.4
6089,56292.9
12545,21011.5
9026,88480.8
3236,85100.3
2683,94127.0
13020,19259.1
14894,12270.9
10516,30074.1
15590,23062.1
1216,138214.2
15942,8870.9
13679,16770.3
7554,46753.8
622,182116.3
1954,111004.1
3188,85824.9
2694,93899.5
17317,5217.8
15569,10026.6
7915,44667.6
2613,95439.8
10383,30659.9
3830,77180.4
2787,91961.4
6591,52814.9
5940,57454.2
8557,40774.0
13050,19167.3
8914,38711.7
15495,10257.3
2159,105471.3
14937,12114.3
13748,16567.5
1374,130827.6
9952,32918.3
814,162408.4
4837,67270.6
18787,1989.1
11466,25612.7
1609,121606.8
8769,39500.8
3215,85437.2
4403,71378.1
5531,60750.2
12202,22471.8
572,187580.1
12526,21085.7
553,192545.2
7498,47112.5
12626,20666.0
16350,7732.7
26,506660.3
1078,145214.6
4021,75065.4
4620,69139.6
6909,50786.9
5726,59153.4
6992,50219.6
5592,60347.7
10962,27988.7
6452,53618.6
10333,30902.9
12918,19638.3
1235,137730.3
11633,24894.1
2598,95820.8
17074,5862.3
439,214035.6
9983,32744.2
7943,44496.2
14576,13463.8
15906,8988.1
5459,61284.7
1888,112917.7
2756,92771.2
10170,31825.4
16558,7144.2
9610,34841.6
2529,97187.4
10813,28720.3
14185,14894.1
2763,92630.6
14222,14732.0
326,244400.0
5316,62540.4
7057,49806.7
5518,60880.6
2547,96997.3
1015,149070.7
7320,48183.2
12543,21012.7
17896,3858.7
9136,37395.6
9449,35619.2
7182,49030.3
4119,73961.6
15512,10208.9
539,194765.8
3870,76820.0
4064,74520.2
8506,41119.6
14853,12397.3
12180,22597.6
591,185534.0
13742,16583.3
11042,27601.9
7512,47006.9
11302,26435.8
8963,38402.4
6018,56728.9
16571,14430.8
10675,29305.1
494,202626.5
8483,41300.4
12260,22212.6
7291,48354.9
12404,21610.2
9774,33868.2
9047,37936.6
6757,51782.4
9693,34395.0
12851,19908.7
3637,79499.1
17705,4281.8
5078,64843.8
7412,47623.8
1944,111272.7
3260,84807.0
8806,39259.8
7031,49972.4
1938,111366.9
8194,43101.0
4142,73751.1
9140,37385.4
8958,38428.8
1146,141013.4
10196,31678.2
5256,63125.6
2566,96458.6
11481,25535.9
1334,132598.4
4494,70395.4
121,341908.5
12446,21409.2
2497,97915.4
15505,22099.5
7729,71089.8
5866,58184.0
6331,54346.3
10040,32422.5
2654,94606.2
6870,51025.9
1541,124440.3
3571,80392.6
2206,104409.4
3364,83233.0
4690,68608.0
3698,78711.4
15194,11298.3
6717,51999.9
12079,23044.3
8613,40409.8
15830,9243.2
3868,76845.7
5253,63142.0
10838,28617.9
4146,73705.6
3590,80061.3
1425,128994.7
4770,67825.4
9069,37805.5
240,269148.3
8338,42183.6
13912,39443.2
5101,64634.9
14147,15046.5
18814,1938.4
9772,33871.6
2630,95006.4
8513,41091.8
3349,83451.0
17415,4980.9
15807,9313.3
8050,43941.5
11174,27035.6
1894,112583.8
5748,59015.1
11107,27295.2
19385,1045.7
1896,112565.0
2569,96397.6
18234,7154.3
1846,113814.1
2455,98815.1
7396,47709.1
51,434238.7
3991,75429.1
6946,50543.7
5371,62129.6
10566,29809.5
3668,79072.5
4701,117322.5
7047,49847.2
16128,8384.7
9646,34664.9
13737,16601.9
6677,52325.2
2151,105797.3
1885,112933.3
3879,76741.0
17345,9693.1
5128,64421.5
2869,90766.2
17252,5376.6
501,201325.7
11470,25805.0
16265,7969.7
14330,14307.2
5382,61992.0
5248,63182.5
427,216012.3
4408,71312.6
19747,575.9
170,309141.5
228,272737.0
9021,38080.6
10241,31437.3
2800,91662.5
5318,62521.6
14966,12039.4
6419,53805.9
11146,27107.5
8997,38220.6
10218,31533.2
2985,88966.7
6240,55136.5
5930,57545.0
11227,26774.3
5782,58814.8
14173,14939.1
3746,78209.3
14518,16116.3
4448,70803.6
12486,21200.3
1141,141202.4
12250,55275.8
2373,100183.8
2244,103372.1
12190,22546.5
15399,10623.6
1730,117260.0
7880,44902.6
3228,85260.5
9664,34556.8
12821,20018.7
8497,41198.8
11379,26082.8
17640,4407.7
6512,53250.7
5160,64145.2
7481,47220.2
2418,99311.9
6986,50262.7
1652,120235.2
16416,7527.8
2338,101009.5
10055,32332.7
4373,71687.6
15971,8772.0
2780,92223.6
7875,44916.8
8383,41902.9
7340,48111.3
17798,4080.7
12390,21672.5
12338,21932.4
12381,21720.6
8341,42159.6
9763,33975.5
13444,17645.6
1761,115971.0
8571,40676.1
11936,23687.5
5949,57402.4
7325,48166.4
10778,28912.2
11972,23507.5
10993,57720.9
10958,27995.4
11612,24943.0
5272,63044.3
2693,93918.8
11356,26209.4
9107,37583.3
10474,30281.0
6301,54577.3
10629,29522.1
13907,15911.1
13469,17560.1
2600,95799.9
14262,14613.0
12585,20865.9
7870,44972.2
947,152377.8
7100,49531.2
15554,11905.3
15292,10974.9
6739,51877.3
11735,36698.8
19792,1084.4
6723,51965.2
18172,6461.4
5005,65503.3
8061,43879.6
2698,93789.1
14951,12088.8
10549,29892.6
3240,85058.2
3732,116692.0
8229,42904.2
5245,63237.4
9114,37542.9
7787,45409.1
6829,51240.4
8937,38568.5
7952,44444.8
4621,69139.6
2093,107519.1
4785,67666.2
13152,18762.5
2872,90704.6
16758,6645.9
14676,28375.3
17922,3787.4
15633,9876.9
2599,95811.6
11211,26861.3
7659,46131.7
7954,44437.8
897,156109.9
9193,37061.8
11540,25239.4
4288,72422.8
8614,40406.2
14985,11975.4
1035,147897.6
13950,15715.8
5001,65561.8
9236,36896.4
8681,40028.4
15416,10554.0
1979,110128.6
9991,32695.5
351,236667.7
15539,18674.2
993,149991.4
10722,44826.2
5675,59509.7
12855,19895.8
7019,50027.7
4946,66099.5
8654,40173.6
3755,78150.9
16173,8240.1
10037,32439.9
7309,48242.3
4797,67563.0
6701,52100.3
7583,46522.3
14610,20994.1
3225,85283.1
12864,19865.8
9203,37021.9
4962,65994.6
8957,38433.1
8899,38792.6
6206,55368.7
18211,3122.1
11204,26894.9
5324,62483.7
3004,88585.7
9753,34035.2
11369,26136.7
4645,68957.5
1357,131475.2
16726,10188.0
1408,129438.8
12497,21160.8
14604,13353.7
11792,24305.8
17108,5759.7
11654,24814.8
20025,231.1
9332,36290.1
6408,53882.3
6652,52464.6
1602,121895.6
1430,128741.0
3591,80057.2
14975,12011.0
2295,102186.3
11917,23778.2
11452,25696.3
6380,54027.0
2248,103233.5
5803,58653.4
2675,94326.5
10371,30714.3
17936,4927.8
6244,55124.0
5611,60188.0
5104,64621.3
11700,24662.2
3717,78508.6
3233,85151.5
4390,71523.2
18108,3353.3
13629,16957.2
465,207937.4
1779,115449.1
14179,14922.5
9560,35056.7
5842,58332.7
9329,36327.2
6666,52386.8
3931,76131.6
10034,32457.0
378,228504.5
3180,183513.7
4952,66060.4
1352,131732.5
15116,11563.7
18028,3531.0
2775,92394.3
10009,32601.4
9278,36629.5
7420,47555.5
5641,59844.7
14662,13114.5
15714,9610.8
8396,41840.9
10125,32002.5
1837,114074.3
6604,52768.1
10004,32622.6
9563,35043.3
10254,31357.8
1922,111738.3
11843,24127.8
4801,67552.5
12738,20294.0
10107,32061.6
8230,42898.8
7466,47307.0
6488,53442.6
9616,34804.3
1202,138679.5
5378,62064.2
18322,2871.5
11873,23971.7
8849,39033.3
7408,47660.7
9919,33149.6
3541,80969.2
14061,15335.5
10361,30777.7
7723,45818.7
7173,49088.0
9289,54260.5
8836,39133.4
9105,37587.2
8949,38519.3
6716,52013.7
8882,38864.0
10936,28097.0
12012,23301.4
12609,20764.5
