,superhost,instant_book,bedrooms_group,baths_group,guests_group,min_nights,extra_guest_fee_policy,rating_overall,photos_count,num_reviews,nearest_poi_dist_km,district_listing_count,district_superhost_rate,district_operating_rate,district_entire_home_rate,ttm_pop,photos_tier,review_rate,poi_dist_category,room_type_hotel_room,room_type_private_room,room_type_shared_room,nearest_poi_type_name_레포츠,nearest_poi_type_name_문화시설,nearest_poi_type_name_쇼핑,nearest_poi_type_name_숙박,nearest_poi_type_name_여행코스,nearest_poi_type_name_음식점,nearest_poi_type_name_축제공연행사
18606,0,0,5,6,5,7,0,4.4,14,25,0.14,1754,0.3312428734321551,0.8825541619156214,0.4931584948688711,385503,1,0.6401228872071979,0,False,True,False,False,False,False,False,False,True,False
15099,0,0,5,6,5,7,1,4.75,14,4,0.092,579,0.4559585492227979,0.8877374784110535,0.7892918825561313,353653,1,0.0905694534004425,0,False,False,False,False,False,False,True,False,False,False
9328,0,1,5,6,5,3,0,4.8,14,25,0.315,862,0.3294663573085847,0.8897911832946636,0.5359628770301624,362689,1,0.0925583113937122,1,False,False,False,False,False,False,False,False,True,False
668,1,1,5,6,4,3,0,4.81,51,27,0.096,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,3,0.1297764954108315,0,False,False,False,False,False,True,False,False,False,False
11496,0,1,5,6,5,2,1,4.55,21,38,0.395,1051,0.4081826831588963,0.8943862987630827,0.7136060894386299,516461,1,0.4214963072320303,1,False,False,False,False,False,False,True,False,False,False
13730,1,1,5,6,5,0,0,5.0,12,15,0.046,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,0,0.0754053031272826,0,False,True,False,False,False,False,True,False,False,False
2836,1,1,5,6,5,1,0,4.97,28,59,0.106,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,2,0.2276673732291438,0,False,False,False,False,False,False,False,False,True,False
4671,1,1,5,6,5,1,0,4.65,28,114,0.063,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,2,1.725573272904363,0,False,False,False,False,False,False,False,False,True,False
7577,1,0,5,6,5,0,0,5.0,41,32,0.513,738,0.4715447154471545,0.8915989159891599,0.8143631436314364,546936,3,0.1719043772661596,1,False,False,False,False,False,False,True,False,False,False
16782,0,0,5,6,5,3,0,4.52,12,31,0.085,3097,0.3580884727155312,0.853406522441072,0.7936712948014207,863150,0,0.6905000403051557,0,False,True,False,False,False,False,False,False,True,False
5771,1,1,5,6,5,0,1,4.8,52,35,0.067,2640,0.4166666666666667,0.8897727272727273,0.5238636363636363,302528,3,0.170623506212531,0,False,False,False,False,False,False,False,False,False,True
6396,0,1,5,6,5,0,0,4.72,35,29,0.063,3097,0.3580884727155312,0.853406522441072,0.7936712948014207,863150,2,0.1249246139186498,0,False,False,False,False,False,False,True,False,False,False
4559,1,0,5,6,5,3,0,4.91,116,57,0.476,1754,0.3312428734321551,0.8825541619156214,0.4931584948688711,385503,3,0.2908089064523409,1,False,False,False,False,True,False,False,False,False,False
5434,0,0,5,6,5,1,1,4.52,15,25,0.053,3097,0.3580884727155312,0.853406522441072,0.7936712948014207,863150,1,0.0999900005999799,0,False,False,False,False,False,True,False,False,False,False
11023,0,0,5,6,5,0,0,4.52,33,27,0.112,2640,0.4166666666666667,0.8897727272727273,0.5238636363636363,302528,2,0.2474000068960461,0,False,False,False,False,False,False,True,False,False,False
4088,1,1,5,6,5,1,0,4.86,32,43,0.142,2640,0.4166666666666667,0.8897727272727273,0.5238636363636363,302528,2,0.1310436249377737,0,False,False,False,False,False,False,True,False,False,False
8297,0,0,5,6,5,1,0,4.84,21,81,0.191,1754,0.3312428734321551,0.8825541619156214,0.4931584948688711,385503,1,0.310374555760611,0,False,True,False,False,False,True,False,False,False,False
2723,1,1,5,6,5,5,0,5.0,72,33,0.028,3097,0.3580884727155312,0.853406522441072,0.7936712948014207,863150,3,0.1341408880364989,0,False,False,False,False,False,False,False,False,True,False
4082,0,0,5,6,5,28,0,4.57,64,122,0.165,3097,0.3580884727155312,0.853406522441072,0.7936712948014207,863150,3,0.4386437980849106,0,False,False,False,False,False,True,False,False,False,False
279,1,1,5,6,5,1,0,4.74,9,23,0.035,2640,0.4166666666666667,0.8897727272727273,0.5238636363636363,302528,0,0.0950432856255572,0,False,False,False,False,True,False,False,False,False,False
11961,0,0,5,6,5,3,0,3.88,29,8,0.331,738,0.4715447154471545,0.8915989159891599,0.8143631436314364,546936,2,0.0656221797586565,1,False,False,False,False,False,False,True,False,False,False
7882,1,0,5,6,5,1,0,4.75,25,20,0.103,2640,0.4166666666666667,0.8897727272727273,0.5238636363636363,302528,2,0.2218401617010686,0,False,False,False,False,False,False,True,False,False,False
5381,1,1,5,6,5,2,0,4.93,57,166,0.115,1051,0.4081826831588963,0.8943862987630827,0.7136060894386299,516461,3,0.603976784718744,0,False,False,False,False,False,True,False,False,False,False
15425,0,0,5,6,5,2,0,3.6,21,5,0.081,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,1,0.1280245774414395,0,False,False,False,False,False,True,False,False,False,False
16542,0,1,5,6,5,20,0,5.0,16,15,0.251,196,0.3877551020408163,0.8928571428571429,0.7908163265306123,364347,1,0.1810391626209744,0,False,True,False,False,False,False,False,False,True,False
4268,1,1,5,6,5,1,1,4.87,22,79,0.036,1596,0.3840852130325815,0.8771929824561403,0.781328320802005,588202,1,0.2882002068905379,0,False,False,False,False,False,True,False,False,False,False
10990,0,1,5,6,5,1,0,3.14,14,7,0.014,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,1,0.0618647807170589,0,False,False,False,False,False,False,False,False,False,False
5044,1,0,5,6,5,14,0,4.71,13,24,0.081,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,0,0.1008488104006689,0,False,False,False,False,False,False,False,False,True,False
6026,1,1,5,6,5,3,0,4.96,26,23,0.234,1034,0.4410058027079304,0.8839458413926499,0.8317214700193424,744624,2,0.1555893782811474,0,False,False,False,False,False,False,False,False,True,False
3910,0,0,5,6,5,17,1,4.96,25,23,0.081,1754,0.3312428734321551,0.8825541619156214,0.4931584948688711,385503,2,0.0753752373488391,0,False,False,False,False,True,False,False,False,False,False
9383,0,0,5,6,4,2,0,4.5,46,30,0.07,2640,0.4166666666666667,0.8897727272727273,0.5238636363636363,302528,3,0.6371455742349884,0,False,False,False,False,False,False,False,False,True,False
9573,1,1,5,6,5,0,0,4.81,22,43,0.424,1165,0.3639484978540772,0.9313304721030042,0.7399141630901288,470739,1,0.2173583368682285,1,False,False,False,False,False,False,False,False,True,False
4826,1,1,5,6,5,1,0,4.45,22,20,0.024,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,1,0.2382370430227868,0,False,False,False,False,False,False,True,False,False,False
11334,1,1,5,6,5,4,1,4.71,39,14,0.019,1754,0.3312428734321551,0.8825541619156214,0.4931584948688711,385503,3,0.1165840853013774,0,False,True,False,False,False,True,False,False,False,False
14153,0,1,5,6,5,1,0,0.0,17,2,0.14,2640,0.4166666666666667,0.8897727272727273,0.5238636363636363,302528,1,0.0230229075282271,0,False,True,False,False,True,False,False,False,False,False
11437,0,1,5,6,5,0,0,4.38,51,8,0.019,2640,0.4166666666666667,0.8897727272727273,0.5238636363636363,302528,3,0.0541180446195295,0,False,True,False,False,False,False,False,False,True,False
5792,1,0,5,6,5,5,0,4.94,36,18,0.046,2640,0.4166666666666667,0.8897727272727273,0.5238636363636363,302528,3,0.1217656003939414,0,False,False,False,False,False,True,False,False,False,False
11550,0,1,5,6,5,0,0,3.75,51,4,0.026,2640,0.4166666666666667,0.8897727272727273,0.5238636363636363,302528,3,0.0273972600863201,0,False,True,False,False,False,False,False,False,True,False
7252,1,0,5,6,5,2,0,4.97,39,115,0.328,2870,0.3898954703832752,0.8850174216027874,0.7641114982578397,293254,3,0.4018730765939576,1,False,True,False,False,False,False,False,False,True,False
4699,1,0,5,6,5,3,0,4.96,28,135,0.054,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,2,0.7338551819207698,0,False,False,False,False,False,True,False,False,False,False
8962,1,1,5,6,5,2,1,4.93,30,67,0.09,1051,0.4081826831588963,0.8943862987630827,0.7136060894386299,516461,2,0.3939091046274965,0,False,True,False,False,False,False,True,False,False,False
9626,0,0,5,6,5,2,0,4.83,42,123,0.06,1754,0.3312428734321551,0.8825541619156214,0.4931584948688711,385503,3,1.0597053410898134,0,False,False,False,False,False,True,False,False,False,False
9917,1,0,5,6,5,15,0,4.83,53,201,0.091,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,3,1.4763670977533725,0,False,False,False,False,False,False,False,False,True,False
1283,1,0,5,6,5,2,0,4.8,37,82,0.073,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,3,0.2369805206722718,0,False,False,False,False,False,False,False,False,True,False
2393,0,0,5,6,5,3,0,4.92,39,251,0.074,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,3,0.8285195549479467,0,False,False,False,False,False,False,False,False,True,False
1401,1,1,5,6,5,3,0,4.95,58,61,0.036,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,3,0.1954658329072632,0,False,False,False,False,False,False,True,False,False,False
18113,1,0,5,6,5,4,0,5.0,36,3,0.704,1051,0.4081826831588963,0.8943862987630827,0.7136060894386299,516461,3,0.1677383188292804,2,False,True,False,False,False,False,False,False,True,False
6082,1,1,5,6,5,1,0,4.88,36,72,0.163,3097,0.3580884727155312,0.853406522441072,0.7936712948014207,863150,3,0.3953111681153476,0,False,False,False,False,False,False,False,False,True,False
297,1,1,5,6,4,3,0,4.9,47,125,0.016,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,3,0.4057651093755596,0,False,False,False,True,False,False,False,False,False,False
9286,1,0,5,6,5,0,1,4.9,25,21,0.507,1165,0.3639484978540772,0.9313304721030042,0.7399141630901288,470739,2,0.1081470794718967,1,False,False,False,False,False,False,False,False,False,False
15093,0,1,5,6,5,15,0,4.79,18,14,0.082,1596,0.3840852130325815,0.8771929824561403,0.781328320802005,588202,1,0.0993683008065277,0,False,False,False,False,False,False,False,False,True,False
12638,0,1,5,6,5,0,0,4.44,6,43,0.296,3097,0.3580884727155312,0.853406522441072,0.7936712948014207,863150,0,0.354844030740683,0,False,False,False,False,False,False,False,False,False,False
10294,0,1,5,6,5,3,1,4.47,28,15,0.045,3097,0.3580884727155312,0.853406522441072,0.7936712948014207,863150,2,0.0810569826210749,0,False,False,False,False,False,True,False,False,False,False
2109,1,0,5,6,5,1,0,4.86,25,113,0.026,2870,0.3898954703832752,0.8850174216027874,0.7641114982578397,293254,2,0.5091924995079646,0,False,False,False,False,False,True,False,False,False,False
9734,0,0,5,6,5,1,0,4.88,59,8,0.465,816,0.4877450980392157,0.8884803921568627,0.8100490196078431,373225,3,0.0656221797586565,1,False,False,False,False,False,False,False,False,False,False
13162,0,0,5,6,5,1,0,4.43,12,56,0.129,262,0.5229007633587787,0.916030534351145,0.6755725190839694,267641,0,0.4214963087347862,0,False,False,False,False,False,True,False,False,False,False
2266,1,0,5,6,5,4,0,4.89,39,104,0.017,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,3,0.3597620023531133,0,False,False,False,False,False,True,False,False,False,False
2903,0,1,5,6,5,3,0,4.93,49,83,0.067,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,3,0.3119303970087363,0,False,False,False,False,False,False,False,False,True,False
2585,1,0,5,6,5,1,0,4.96,26,118,0.04,1754,0.3312428734321551,0.8825541619156214,0.4931584948688711,385503,2,0.3552611761094048,0,False,False,False,False,False,True,False,False,False,False
194,0,1,5,6,5,1,0,5.0,41,28,0.058,2640,0.4166666666666667,0.8897727272727273,0.5238636363636363,302528,3,0.1255520923455727,0,False,True,False,False,False,False,False,False,True,False
13871,1,0,5,6,5,60,0,4.74,17,19,0.065,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,1,0.1242357856328781,0,False,True,False,False,False,False,False,False,True,False
7772,0,1,5,6,5,1,0,3.94,14,18,0.054,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,1,0.1730353263827414,0,False,True,False,False,False,False,True,False,False,False
6944,0,1,5,6,5,4,0,4.5,21,18,0.09,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,1,0.0984332699071267,0,False,False,False,False,False,False,False,False,False,False
7934,1,0,5,6,5,2,0,4.81,19,84,0.149,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,1,0.5753424618127229,0,False,False,False,False,False,False,True,False,False,False
4150,1,1,5,6,5,0,0,4.94,33,88,0.013,579,0.4559585492227979,0.8877374784110535,0.7892918825561313,353653,2,0.4229752443019695,0,False,False,False,False,False,False,False,False,True,False
6854,1,0,5,6,5,0,0,4.86,17,36,0.173,1051,0.4081826831588963,0.8943862987630827,0.7136060894386299,516461,1,0.2382370442840511,0,False,False,False,False,True,False,False,False,False,False
5701,0,0,5,6,4,1,0,4.63,81,24,0.188,862,0.3294663573085847,0.8897911832946636,0.5359628770301624,362689,3,0.4354531355265693,0,False,False,False,False,False,False,True,False,False,False
7203,1,1,5,6,5,1,0,4.67,26,24,0.105,2870,0.3898954703832752,0.8850174216027874,0.7641114982578397,293254,2,0.218449913817413,0,False,False,False,False,False,True,False,False,False,False
7092,0,0,5,6,5,1,0,4.65,25,181,0.153,2870,0.3898954703832752,0.8850174216027874,0.7641114982578397,293254,2,0.7445801935720096,0,False,False,False,False,False,False,False,False,True,False
5492,0,0,5,6,5,3,0,4.64,13,25,0.029,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,0,0.1063558235924622,0,False,False,False,False,False,False,True,False,False,False
16865,1,0,5,6,5,30,0,0.0,15,1,0.181,862,0.3294663573085847,0.8897911832946636,0.5359628770301624,362689,1,0.0192938448911085,0,False,False,False,False,True,False,False,False,False,False
320,1,0,5,6,4,3,0,4.93,39,172,0.128,2640,0.4166666666666667,0.8897727272727273,0.5238636363636363,302528,3,0.6849315041218084,0,False,False,False,False,False,False,True,False,False,False
7517,1,1,5,6,5,1,0,4.92,7,74,0.023,2640,0.4166666666666667,0.8897727272727273,0.5238636363636363,302528,0,0.5363484776665327,0,False,True,False,False,False,False,False,False,True,False
1388,1,1,5,6,5,5,0,4.85,21,53,0.13,2870,0.3898954703832752,0.8850174216027874,0.7641114982578397,293254,1,0.1640739875734881,0,False,False,False,False,False,True,False,False,False,False
18675,0,0,5,6,5,1,0,3.8,19,5,0.346,738,0.4715447154471545,0.8915989159891599,0.8143631436314364,546936,1,0.2634351810624246,1,False,True,False,False,False,False,False,False,False,False
2708,1,1,5,6,5,1,0,4.86,33,35,0.075,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,2,0.1584965463217636,0,False,False,False,False,False,False,False,False,True,False
11123,0,0,5,6,5,0,0,5.0,32,6,0.058,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,2,0.0512098318507247,0,False,False,False,False,False,False,False,False,True,False
3482,0,1,5,6,5,4,1,4.63,18,153,0.068,3097,0.3580884727155312,0.853406522441072,0.7936712948014207,863150,1,0.4937315439800844,0,False,False,False,False,False,False,False,False,True,False
9162,0,1,5,6,5,1,0,4.75,23,68,0.079,579,0.4559585492227979,0.8877374784110535,0.7892918825561313,353653,2,0.4657534214674423,0,False,False,False,False,False,False,False,False,True,False
9986,1,1,5,6,5,0,0,4.63,37,30,0.129,1051,0.4081826831588963,0.8943862987630827,0.7136060894386299,516461,3,0.1705223658811893,0,False,True,False,False,False,True,False,False,False,False
12177,1,1,5,6,5,0,0,4.89,14,35,0.396,376,0.3696808510638298,0.922872340425532,0.7207446808510638,422863,1,0.5919161070198528,1,False,False,False,False,False,True,False,False,False,False
16354,1,0,5,6,5,1,0,0.0,28,1,0.093,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,2,0.0559127729430934,0,False,True,False,False,False,True,False,False,False,False
14104,0,1,5,6,5,1,0,4.11,65,9,0.218,816,0.4877450980392157,0.8884803921568627,0.8100490196078431,373225,3,0.0937548820901621,0,False,False,False,False,False,True,False,False,False,False
935,1,1,5,6,5,1,0,4.94,38,88,0.036,2640,0.4166666666666667,0.8897727272727273,0.5238636363636363,302528,3,0.4171209156888614,0,False,True,False,False,False,False,False,False,False,True
244,1,1,5,6,4,5,0,4.94,60,127,0.069,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,3,0.4008585303930985,0,False,False,False,False,False,False,False,False,True,False
7900,1,0,5,6,5,2,0,4.98,33,169,0.26,816,0.4877450980392157,0.8884803921568627,0.8100490196078431,373225,2,0.8802541753203074,0,False,False,False,False,True,False,False,False,False,False
8758,0,1,5,6,5,1,0,4.46,20,13,0.172,3097,0.3580884727155312,0.853406522441072,0.7936712948014207,863150,1,0.0927511408907595,0,False,False,False,False,False,False,False,False,True,False
143,0,1,5,6,4,5,0,4.62,45,130,0.037,2640,0.4166666666666667,0.8897727272727273,0.5238636363636363,302528,3,0.4275682861827418,0,False,False,False,False,True,False,False,False,False,False
6220,0,0,5,6,5,1,1,4.43,22,51,0.149,3097,0.3580884727155312,0.853406522441072,0.7936712948014207,863150,1,0.269741364205102,0,False,False,False,False,False,True,False,False,False,False
8694,1,0,5,6,5,1,0,4.81,20,161,0.242,738,0.4715447154471545,0.8915989159891599,0.8143631436314364,546936,1,0.7413376275292386,0,False,False,False,False,False,False,False,False,True,False
2407,1,0,5,6,5,3,0,5.0,24,45,0.117,2640,0.4166666666666667,0.8897727272727273,0.5238636363636363,302528,2,0.1485393624408669,0,False,True,False,False,False,False,False,False,True,False
11758,1,1,5,6,5,1,0,4.5,11,34,0.046,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,0,0.8468243873767277,0,False,True,False,False,False,False,False,False,True,False
129,1,0,5,6,5,2,0,4.9,17,21,0.106,816,0.4877450980392157,0.8884803921568627,0.8100490196078431,373225,1,0.065603473655196,0,False,False,False,False,False,False,False,False,True,False
1174,1,0,5,6,4,1,0,4.97,71,37,0.079,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,3,0.3138385825197117,0,False,False,False,False,False,False,True,False,False,False
11030,1,0,5,6,5,1,0,4.73,24,91,0.019,351,0.5982905982905983,0.925925925925926,0.905982905982906,528144,2,1.0475422925343354,0,False,False,False,False,False,False,False,False,True,False
18532,0,1,5,6,5,1,0,0.0,47,2,0.109,2870,0.3898954703832752,0.8850174216027874,0.7641114982578397,293254,3,0.0869754256588203,0,False,True,False,False,False,False,False,False,True,False
6188,1,0,5,6,5,0,0,4.92,73,61,0.071,351,0.5982905982905983,0.925925925925926,0.905982905982906,528144,3,0.3226318277747299,0,False,False,False,False,True,False,False,False,False,False
287,1,0,5,6,4,3,0,4.83,85,36,0.269,632,0.4477848101265823,0.9129746835443038,0.5474683544303798,427001,3,0.1228270693023522,0,False,False,False,False,False,False,False,False,True,False
13699,0,0,5,6,5,5,1,4.19,125,16,0.293,2870,0.3898954703832752,0.8850174216027874,0.7641114982578397,293254,3,0.1599840000001599,0,False,False,False,False,False,False,False,False,False,False
5501,0,0,5,6,5,3,0,4.65,38,124,0.017,3097,0.3580884727155312,0.853406522441072,0.7936712948014207,863150,3,0.8557330605863631,0,False,False,False,False,False,False,False,False,True,False
9341,1,1,5,6,5,7,1,4.74,27,62,0.096,2640,0.4166666666666667,0.8897727272727273,0.5238636363636363,302528,2,0.2854840553218186,0,False,True,False,False,False,False,True,False,False,False
1183,1,0,5,6,4,3,0,4.88,85,33,0.084,2640,0.4166666666666667,0.8897727272727273,0.5238636363636363,302528,3,0.1200676740705937,0,False,False,False,False,False,False,True,False,False,False
14805,1,0,5,6,5,0,0,4.33,26,15,0.064,632,0.4477848101265823,0.9129746835443038,0.5474683544303798,427001,2,0.0755439158161567,0,False,True,False,False,True,False,False,False,False,False
9523,1,0,5,6,5,1,0,4.76,68,49,0.015,2640,0.4166666666666667,0.8897727272727273,0.5238636363636363,302528,3,0.3143947880119676,0,False,False,False,False,False,False,True,False,False,False
7128,1,1,5,6,5,1,0,4.78,42,99,0.056,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,3,0.9071333586188358,0,False,False,False,False,False,False,False,False,True,False
14114,0,0,5,6,5,2,0,4.89,29,9,0.086,1034,0.4410058027079304,0.8839458413926499,0.8317214700193424,744624,2,0.1214656843043972,0,False,False,False,False,False,False,False,False,True,False
1886,1,1,5,6,5,1,0,4.8,13,174,0.096,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,0,0.5114939134825859,0,False,False,False,False,False,False,True,False,False,False
12956,1,0,5,6,4,0,0,0.0,31,2,0.076,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,2,0.0570776239418486,0,False,False,False,False,False,False,False,False,True,False
15668,1,1,5,6,5,0,0,4.77,7,13,0.34,262,0.5229007633587787,0.916030534351145,0.6755725190839694,267641,0,0.073435954958701,1,False,True,False,False,False,False,False,False,False,True
7115,1,0,5,6,5,2,0,4.82,38,50,0.472,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,3,0.2302290768724343,1,False,False,False,False,True,False,False,False,False,False
19005,0,0,5,6,5,0,1,4.48,8,103,0.051,2870,0.3898954703832752,0.8850174216027874,0.7641114982578397,293254,0,10.45154637731645,0,False,True,False,False,False,False,False,False,True,False
3196,1,0,5,6,5,1,0,4.9,38,39,0.071,1596,0.3840852130325815,0.8771929824561403,0.781328320802005,588202,3,0.1207336889691705,0,False,False,False,False,False,False,True,False,False,False
9217,1,0,5,6,5,2,1,4.75,36,51,0.179,351,0.5982905982905983,0.925925925925926,0.905982905982906,528144,3,0.2929266804920785,0,False,False,False,False,False,False,False,False,True,False
1328,1,0,5,6,5,3,0,4.99,33,153,0.107,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,2,0.5032149829689192,0,False,False,False,False,False,True,False,False,False,False
1043,1,1,5,6,5,1,0,4.85,17,122,0.03,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,1,0.4263349160388072,0,False,False,False,False,False,False,False,False,False,False
8918,1,1,5,6,5,3,0,4.95,62,21,0.168,862,0.3294663573085847,0.8897911832946636,0.5359628770301624,362689,3,0.1229364235866033,0,False,False,False,False,False,False,False,False,False,False
10510,0,1,5,6,5,7,0,4.3,40,47,0.31,2870,0.3898954703832752,0.8850174216027874,0.7641114982578397,293254,3,0.1842161985450205,1,False,False,False,False,False,False,False,False,False,False
6668,1,0,5,6,5,5,0,4.83,18,29,0.091,3097,0.3580884727155312,0.853406522441072,0.7936712948014207,863150,1,0.1228007024081611,0,False,False,False,False,False,False,False,False,True,False
8406,1,0,5,6,5,4,1,4.86,13,21,0.263,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,0,0.0897570145544974,0,False,False,False,False,False,False,False,False,True,False
940,0,1,5,6,5,2,0,4.9,27,98,0.043,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,2,0.2915235069340249,0,False,False,False,False,False,True,False,False,False,False
697,1,0,5,6,5,1,1,4.97,54,72,0.059,2870,0.3898954703832752,0.8850174216027874,0.7641114982578397,293254,3,0.2385251188864683,0,False,False,False,False,False,False,False,False,True,False
10380,1,0,5,6,5,1,0,5.0,48,21,0.043,1596,0.3840852130325815,0.8771929824561403,0.781328320802005,588202,3,0.1809253021372852,0,False,True,False,False,False,False,False,True,False,False
6649,1,1,5,6,5,1,0,4.88,23,92,0.037,194,0.4432989690721649,0.9020618556701032,0.7938144329896907,466409,2,0.3443371496955717,0,False,False,False,False,False,False,False,False,True,False
1937,1,0,5,6,4,1,0,4.89,127,19,0.083,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,3,0.2376931226910224,0,False,False,False,False,False,False,False,False,True,False
15424,0,1,5,6,5,15,0,0.0,6,2,0.085,1596,0.3840852130325815,0.8771929824561403,0.781328320802005,588202,0,0.0316731327631145,0,False,False,False,False,False,False,False,False,False,False
16987,1,0,5,6,5,28,0,4.57,33,7,0.243,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,2,0.0641407425286045,0,False,True,False,False,False,False,True,False,False,False
44,1,0,5,6,4,3,0,4.96,55,71,0.123,1754,0.3312428734321551,0.8825541619156214,0.4931584948688711,385503,3,0.2611014056776633,0,False,False,False,False,False,False,True,False,False,False
4043,1,0,5,6,5,6,0,4.88,21,25,0.064,816,0.4877450980392157,0.8884803921568627,0.8100490196078431,373225,1,0.0968785720219388,0,False,False,False,False,False,True,False,False,False,False
7486,1,0,5,6,5,0,0,4.8,27,5,0.014,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,2,0.075683038285279,0,False,True,False,False,False,True,False,False,False,False
4444,0,0,5,6,5,2,0,4.92,22,25,0.038,2640,0.4166666666666667,0.8897727272727273,0.5238636363636363,302528,1,0.1126532078557443,0,False,False,False,False,False,True,False,False,False,False
3033,1,0,5,6,5,3,0,4.98,38,46,0.094,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,3,0.1581272231205127,0,False,False,False,False,False,False,True,False,False,False
4074,1,0,5,6,5,2,0,4.86,77,195,0.033,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,3,0.5524783596988898,0,False,True,False,False,False,False,True,False,False,False
15911,0,1,5,6,5,2,1,4.68,11,68,0.075,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,0,1.064579239693476,0,False,True,False,False,False,False,False,False,True,False
10389,0,1,5,6,5,1,0,4.09,6,22,0.18,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,0,0.1177226021097891,0,False,True,False,False,False,False,False,False,False,False
14600,0,0,5,6,5,5,1,4.38,21,13,0.272,2640,0.4166666666666667,0.8897727272727273,0.5238636363636363,302528,1,0.0992101339397097,0,False,True,False,False,False,True,False,False,False,False
7912,0,0,5,6,5,1,0,4.63,14,19,0.169,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,1,0.1079974983914199,0,False,False,False,False,True,False,False,False,False,False
6586,0,1,5,6,5,5,0,4.43,31,53,0.137,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,2,0.2039402793445425,0,False,False,False,False,False,False,False,False,True,False
4273,0,0,5,6,5,2,0,4.61,15,75,0.034,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,1,0.2965071446499945,0,False,False,False,False,False,False,False,False,True,False
3165,1,1,5,6,5,3,0,4.9,67,21,0.079,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,3,0.0937039842322788,0,False,False,False,False,True,False,False,False,False,False
12791,1,1,5,6,5,1,0,4.86,30,146,0.091,1596,0.3840852130325815,0.8771929824561403,0.781328320802005,588202,2,5.194805009969578,0,False,False,False,True,False,False,False,False,False,False
8455,1,0,5,6,5,0,0,0.0,23,2,0.153,1754,0.3312428734321551,0.8825541619156214,0.4931584948688711,385503,2,0.0166548693287682,0,False,False,False,False,True,False,False,False,False,False
5753,1,1,5,6,5,1,0,4.92,14,125,0.073,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,1,0.4665745942048651,0,False,False,False,False,False,False,False,False,True,False
4089,1,0,5,6,5,10,0,5.0,20,35,0.054,2870,0.3898954703832752,0.8850174216027874,0.7641114982578397,293254,1,0.1306408863773622,0,False,False,False,False,False,False,False,False,True,False
10405,1,0,5,6,5,3,1,4.9,12,21,0.407,1596,0.3840852130325815,0.8771929824561403,0.781328320802005,588202,0,0.1174168290890868,1,False,True,False,False,False,False,False,False,True,False
7301,1,0,5,6,5,2,0,4.84,72,51,0.253,806,0.2679900744416873,0.8945409429280397,0.5124069478908189,379647,3,0.490266758084434,0,False,False,False,False,False,False,False,False,True,False
