,log_target
9442,10.481852191451928
5021,11.087834014026866
274,12.463713077943
1296,11.8072362687574
13527,10.598123624147492
13021,9.865785685352117
17997,8.192266052934544
18101,8.121985297760721
7568,10.750378901737426
11358,10.173671166055751
7278,10.789100496337547
5993,10.95095916674862
14607,9.499316606638677
13839,9.6936118428478
17490,8.465120646123127
15379,9.279213236262558
8808,10.577905429581785
417,12.294154491030557
418,12.293197599403038
2289,11.535936664778061
14630,9.493946649649525
5973,10.95415357085623
5140,11.071753383289188
4327,11.18535152085534
9522,10.470685948272966
8489,10.627530020484118
15443,9.256317058216206
717,12.054039721673917
8192,10.671558979150445
14240,10.395063076334598
3616,11.286453881896648
408,12.303037364919591
12209,10.017945064763934
2576,11.473774989350234
13722,9.720627850968246
4139,11.20898663120244
9401,10.488843487829438
2956,11.401697771034355
16132,9.032397215980847
18773,7.609416115307287
4012,11.22812723025826
10758,10.274619981563788
6235,10.918147417207352
6860,10.84062938147773
8126,10.680090839260137
15390,9.274628861858545
10251,10.353887784638038
2951,11.402306704497864
3918,11.241972018865527
16649,8.839421607620602
17011,8.700880481837975
9394,10.490092964478045
1542,11.729947920543493
13772,9.710054490987455
9849,10.419467868021888
18092,8.124743020385568
1123,11.868068035424194
13668,9.729979046474028
1424,11.767871513151851
6061,10.941726854391726
6940,10.830983273395216
13757,9.713833176215356
7942,10.703428720841684
8481,10.62876788874746
10231,10.357288753484973
13233,10.732318807038672
9820,10.423619735622419
9097,10.536298038574596
3634,11.28368335519415
2610,11.466693027028526
2666,11.455853400343257
16237,8.995040974685022
11803,10.097371176941111
6744,10.85606199648753
9588,10.461539260793538
639,12.102417341838349
8415,10.63917205559974
3980,11.233474755042568
5660,10.996768990769434
2201,11.557230347189455
5928,10.961095538400171
12806,9.907444712640253
13312,9.803346723912462
131,12.723322390372774
1505,11.741766355580662
4783,11.601885525375751
3802,11.259309819490339
13881,10.303387202171411
12896,9.890447904653325
14685,9.4741958317514
8142,10.67782063322988
782,12.013548013945993
14277,9.584438644334847
13796,9.703517167355034
1651,11.697692362812539
2375,11.514641990896292
10747,10.276164282264702
9034,10.546056972127102
2590,11.471821138931514
472,12.234801005962971
7472,10.763692471598718
10751,10.275568216624709
6328,10.903494237450115
6595,10.87431192320678
14738,9.921283265365219
15997,9.072961587622766
16317,8.962161024190749
18605,7.73835739499593
6982,10.82582397235453
16556,8.874825676765832
10330,10.339766338630243
8666,10.599303668317782
604,12.126188175336427
20092,5.321545492667243
6228,10.918951900614786
9049,10.543534544099332
569,12.145689744496917
1933,11.621289166547479
13921,9.670533535587154
7231,10.793742269859441
5149,11.070541672007266
11819,10.094145101535888
1595,11.71373260566876
15451,9.252518246875052
7836,10.717650316214458
3815,11.257111500370092
15962,9.083177230357512
2824,11.422440425430873
5297,11.047531992602073
12845,9.899790727691839
4885,11.10976220557442
16484,8.90142104364057
5895,10.967206418476716
79,12.864276870272368
1717,11.67621879454285
12873,9.895132748153374
2416,11.50648778752013
14556,9.510844884447847
13689,9.726183387553956
4154,11.206931413653644
19187,7.19361068409251
18128,8.109405387938427
4682,11.136839045796801
15515,9.229868451783728
8208,10.66987125421805
14411,9.549067207934273
8959,10.556539037257064
6200,10.922618226088828
14098,9.630326208825213
13886,9.681031265002055
2123,11.577544920332537
3290,11.344000176150573
7601,10.745647235067208
1932,11.621421958305971
8573,10.613295173989181
2898,11.411935385029937
7414,10.77091151730692
3295,11.342862859242606
3664,11.279278192210517
3207,12.103703207691337
6067,10.940864303650113
3608,11.287362739813215
2546,11.482448731558746
1878,11.635538594696465
13519,9.762776159575376
2060,11.593349945912921
2640,11.45990225408696
6034,10.944975544429354
7977,10.69950490040898
9486,10.475833396950167
12499,9.959607927800404
5948,10.957898880513316
1158,11.85214250260482
12331,9.997301158486794
3436,11.316160908382434
5624,11.002531414729653
1783,11.656508792196975
11598,10.126707100962484
9397,10.489617289936161
12655,9.931238897066953
10991,10.234013573979798
9657,10.45159740028535
18613,8.463644724458563
861,11.974874240809859
1513,11.73961791149968
11921,10.076309968342123
13207,9.827685839119846
4097,11.214349603415142
2512,11.48861330499858
12077,10.04567698096411
6019,10.945977361187746
1831,11.646262463701483
2327,11.524753240241964
387,12.327454530884772
9392,10.49034600900828
3002,11.391990968674218
16576,9.751198472190143
188,12.606211259689411
1136,11.859809736309735
12227,10.014049019767267
6180,10.926156082460873
16645,8.8427489162961
5051,11.083297266550021
6372,10.898447125684504
4200,11.201494268036493
5389,11.033708321355377
14068,9.636372521024311
13343,9.795657322977373
1613,11.706891461358898
8814,10.57729135033098
5937,10.959018351501788
503,12.21110943955963
15241,9.320566033595316
14165,9.615118577554146
9456,10.479586739729905
3960,11.235984169962288
1057,11.895735882513586
2268,11.540173833223244
8820,10.576174339519078
7274,10.789230413201249
2686,11.451781708426676
6741,10.856449596755025
15023,9.381263883817768
15823,9.134883798560738
596,12.128441860165442
5760,10.984383835398457
12248,10.01100923119795
8150,10.676535892290557
8601,10.609072067799707
16247,8.99120129205321
2107,11.58160228651866
4929,11.101961767288206
4813,11.119362741613733
7149,10.803927319003474
10511,10.312536231975646
5486,11.019694149605188
6825,10.844983936105292
785,12.01102566286631
9028,10.546837687191315
2390,11.512022057020124
8262,10.661366204367571
5473,11.021609942058598
4127,11.210675122043046
1207,11.838660983045077
10769,10.27294544533829
11340,11.086261745633566
11663,10.118300500530012
5217,11.05979625844255
10351,10.336211084415119
2344,11.521469857460021
7449,10.766877382724818
15395,9.272441550205286
1126,11.865311123060685
3050,11.382445412269421
662,12.081811861994089
3334,11.334775594579964
1200,11.840642342189694
19544,6.7039240387003005
13077,9.8567103609772
6143,10.930750624286084
571,12.142032666766365
15409,9.266853021799868
849,11.981196969954496
8378,10.643954769538054
1663,11.693227483869629
8711,10.592551407658437
9143,10.528548593260846
2720,11.44521284503998
2000,11.604957550416723
8125,10.680258712660992
1162,11.851519021429253
4205,11.200800415433207
10938,10.2430051473433
772,12.01735225982744
10045,10.38539196075897
14656,9.483728267722247
6476,10.887696712222636
3975,11.23389386902589
5344,11.040356949213528
14988,10.298878755489469
2673,11.454736873620774
9757,10.434577461723668
3097,11.377212265363482
14146,9.619492009808976
4215,11.19994062715606
16125,9.034497781279937
14215,9.973904076815032
18437,7.877131697947881
6434,11.781061502203267
7265,10.790186741632773
14404,10.056200055825965
2740,11.439827751564016
17603,8.410053315858335
10179,10.366683688287438
16119,9.036129831771152
920,11.944324691104626
17790,8.32027765871891
14318,9.573607539384161
6852,10.84101517677405
1362,11.785612420506864
1463,11.755319334223136
5390,11.033646956702368
3586,11.291444281157197
6558,10.877520638834849
15428,9.262334920427618
6453,10.88963824653214
2468,11.497806751005164
5164,11.06817936189187
2791,11.427878339393247
80,12.861311291653667
11112,10.213791803024188
